"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1904869","regulation of protein localization to Cajal body","8/50","11/10546",2.31583520134041e-17,3.06848164177604e-15,2.22238921953194e-15,"CCT3/CCT2/CCT6A/TCP1/CCT4/CCT7/CCT5/CCT8",8
"GO:1904871","positive regulation of protein localization to Cajal body","8/50","11/10546",2.31583520134041e-17,3.06848164177604e-15,2.22238921953194e-15,"CCT3/CCT2/CCT6A/TCP1/CCT4/CCT7/CCT5/CCT8",8
"GO:0070202","regulation of establishment of protein localization to chromosome","8/50","12/10546",6.92288941786892e-17,6.87962135900724e-15,4.98265856786092e-15,"CCT3/CCT2/CCT6A/TCP1/CCT4/CCT7/CCT5/CCT8",8
"GO:1903405","protein localization to nuclear body","8/50","12/10546",6.92288941786892e-17,6.87962135900724e-15,4.98265856786092e-15,"CCT3/CCT2/CCT6A/TCP1/CCT4/CCT7/CCT5/CCT8",8
"GO:1904816","positive regulation of protein localization to chromosome, telomeric region","8/50","12/10546",6.92288941786892e-17,6.87962135900724e-15,4.98265856786092e-15,"CCT3/CCT2/CCT6A/TCP1/CCT4/CCT7/CCT5/CCT8",8
"GO:1904867","protein localization to Cajal body","8/50","12/10546",6.92288941786892e-17,6.87962135900724e-15,4.98265856786092e-15,"CCT3/CCT2/CCT6A/TCP1/CCT4/CCT7/CCT5/CCT8",8
"GO:1990173","protein localization to nucleoplasm","8/50","13/10546",1.79357345683874e-16,1.67751870374917e-14,1.21496554909076e-14,"CCT3/CCT2/CCT6A/TCP1/CCT4/CCT7/CCT5/CCT8",8
"GO:1904814","regulation of protein localization to chromosome, telomeric region","8/50","14/10546",4.17017534323253e-16,3.68365488652207e-14,2.66793674005637e-14,"CCT3/CCT2/CCT6A/TCP1/CCT4/CCT7/CCT5/CCT8",8
"GO:0070199","establishment of protein localization to chromosome","9/50","25/10546",1.09198334499324e-15,9.1381764133645e-14,6.61844753142719e-14,"CCT3/CCT2/CCT6A/TCP1/CCT4/CCT7/CCT5/CCT8/RUVBL2",9
"GO:0070200","establishment of protein localization to telomere","8/50","16/10546",1.77457380846951e-15,1.41078617773326e-13,1.02178091919245e-13,"CCT3/CCT2/CCT6A/TCP1/CCT4/CCT7/CCT5/CCT8",8
"GO:0050821","protein stabilization","14/50","151/10546",4.98132458055437e-15,3.77157432527688e-13,2.73161357951202e-13,"HSP90AB1/HSP90AA1/CCT3/CCT2/CCT6A/TCP1/CCT4/CCT7/HSPD1/CDC37/CCT5/CCT8/BAG2/SEC16A",14
"GO:0031647","regulation of protein stability","16/50","238/10546",6.81002648774879e-15,4.92179187069117e-13,3.56467415196037e-13,"HSPA8/HSP90AB1/HSP90AA1/CCT3/CCT2/CCT6A/TCP1/CCT4/CCT7/HSPD1/CDC37/CCT5/CCT8/PRKDC/BAG2/SEC16A",16
"GO:0051054","positive regulation of DNA metabolic process","15/50","224/10546",5.89406540126561e-14,4.07459303826622e-12,2.95107896978699e-12,"HSP90AB1/HSP90AA1/CCT3/CCT2/CCT6A/TCP1/CCT4/CCT7/CCT5/CCT8/PRKDC/ACTB/RUVBL2/RUVBL1/TRIM28",15
"GO:2000573","positive regulation of DNA biosynthetic process","10/50","64/10546",2.76398614948828e-13,1.83114082403598e-11,1.32622844190359e-11,"HSP90AB1/HSP90AA1/CCT3/CCT2/CCT6A/TCP1/CCT4/CCT7/CCT5/CCT8",10
"GO:0007004","telomere maintenance via telomerase","10/50","66/10546",3.82322589378959e-13,2.35530929102319e-11,1.70586452458085e-11,"HSP90AB1/HSP90AA1/CCT3/CCT2/CCT6A/TCP1/CCT4/CCT7/CCT5/CCT8",10
"GO:0007339","binding of sperm to zona pellucida","7/50","16/10546",3.85144915513226e-13,2.35530929102319e-11,1.70586452458085e-11,"CCT3/CCT2/TCP1/CCT4/CCT7/CCT5/CCT8",7
"GO:1901998","toxin transport","8/50","28/10546",4.10681513931074e-13,2.41845780426077e-11,1.75160068709783e-11,"CCT3/CCT2/HSPA5/TCP1/CCT4/CCT7/CCT5/CCT8",8
"GO:0006278","RNA-templated DNA biosynthetic process","10/50","67/10546",4.47840676136922e-13,2.54309526806323e-11,1.84187105148042e-11,"HSP90AB1/HSP90AA1/CCT3/CCT2/CCT6A/TCP1/CCT4/CCT7/CCT5/CCT8",10
"GO:0070198","protein localization to chromosome, telomeric region","8/50","29/10546",5.65120785005906e-13,3.09842085572203e-11,2.24407309907971e-11,"CCT3/CCT2/CCT6A/TCP1/CCT4/CCT7/CCT5/CCT8",8
"GO:1900182","positive regulation of protein localization to nucleus","10/50","72/10546",9.51665894583877e-13,5.04382924129455e-11,3.65306136377109e-11,"HSP90AB1/CCT3/CCT2/CCT6A/TCP1/CCT4/CCT7/CCT5/CCT8/TRIM28",10
"GO:0035036","sperm-egg recognition","7/50","18/10546",1.06376483675201e-12,5.45608416269578e-11,3.95164255146586e-11,"CCT3/CCT2/TCP1/CCT4/CCT7/CCT5/CCT8",7
"GO:0010833","telomere maintenance via telomere lengthening","10/50","76/10546",1.67073688925267e-12,8.30147391847422e-11,6.01245446329745e-11,"HSP90AB1/HSP90AA1/CCT3/CCT2/CCT6A/TCP1/CCT4/CCT7/CCT5/CCT8",10
"GO:0032212","positive regulation of telomere maintenance via telomerase","8/50","33/10546",1.80225173354633e-12,8.6835765343596e-11,6.2891974370006e-11,"CCT3/CCT2/CCT6A/TCP1/CCT4/CCT7/CCT5/CCT8",8
"GO:0042026","protein refolding","7/50","20/10546",2.5727475956528e-12,1.20313784620234e-10,8.71388814131321e-11,"HSPA8/HSP90AA1/HSPA5/HSPD1/HSPA9/HSPB1/DNAJA1",7
"GO:0072594","establishment of protein localization to organelle","16/50","354/10546",3.23349876462342e-12,1.46893229592892e-10,1.06389402962346e-10,"HSPA8/HSP90AB1/HSP90AA1/CCT3/CCT2/HSPA5/CCT6A/TCP1/CCT4/CCT7/HSPD1/CCT5/CCT8/DNAJA1/RUVBL2/TRIM28",16
"GO:1904358","positive regulation of telomere maintenance via telomere lengthening","8/50","36/10546",3.88634116529987e-12,1.71646734800744e-10,1.24317463006961e-10,"CCT3/CCT2/CCT6A/TCP1/CCT4/CCT7/CCT5/CCT8",8
"GO:0000723","telomere maintenance","11/50","123/10546",8.78404326396003e-12,3.77476453775579e-10,2.73392413393237e-10,"HSP90AB1/HSP90AA1/CCT3/CCT2/CCT6A/TCP1/CCT4/CCT7/CCT5/CCT8/PRKDC",11
"GO:0051052","regulation of DNA metabolic process","16/50","393/10546",1.577238502683e-11,6.59345048024039e-10,4.77539544878053e-10,"HSP90AB1/HSP90AA1/CCT3/CCT2/CCT6A/TCP1/CCT4/CCT7/CCT5/CCT8/PRKDC/ACTB/PPP2R1A/RUVBL2/RUVBL1/TRIM28",16
"GO:0032200","telomere organization","11/50","130/10546",1.61726143854953e-11,6.59345048024039e-10,4.77539544878053e-10,"HSP90AB1/HSP90AA1/CCT3/CCT2/CCT6A/TCP1/CCT4/CCT7/CCT5/CCT8/PRKDC",11
"GO:2000278","regulation of DNA biosynthetic process","10/50","104/10546",4.14516609097876e-11,1.64770352116406e-09,1.19337150092915e-09,"HSP90AB1/HSP90AA1/CCT3/CCT2/CCT6A/TCP1/CCT4/CCT7/CCT5/CCT8",10
"GO:0032206","positive regulation of telomere maintenance","8/50","50/10546",6.56046497540197e-11,2.54418031972906e-09,1.84265691478556e-09,"CCT3/CCT2/CCT6A/TCP1/CCT4/CCT7/CCT5/CCT8",8
"GO:0032210","regulation of telomere maintenance via telomerase","8/50","52/10546",9.13059499886718e-11,3.45658239242829e-09,2.50347642324829e-09,"CCT3/CCT2/CCT6A/TCP1/CCT4/CCT7/CCT5/CCT8",8
"GO:1900180","regulation of protein localization to nucleus","10/50","113/10546",9.55667613242183e-11,3.53374768617459e-09,2.55936442811983e-09,"HSP90AB1/CCT3/CCT2/CCT6A/TCP1/CCT4/CCT7/CCT5/CCT8/TRIM28",10
"GO:0009988","cell-cell recognition","7/50","32/10546",1.07011578593476e-10,3.86700931735514e-09,2.80073365983881e-09,"CCT3/CCT2/TCP1/CCT4/CCT7/CCT5/CCT8",7
"GO:2001252","positive regulation of chromosome organization","9/50","83/10546",1.43278385633401e-10,5.06250295904684e-09,3.6665860557413e-09,"CCT3/CCT2/CCT6A/TCP1/CCT4/CCT7/CCT5/CCT8/TRIM28",9
"GO:0034502","protein localization to chromosome","9/50","84/10546",1.5990774992376e-10,5.52724613866911e-09,4.0031825724621e-09,"CCT3/CCT2/CCT6A/TCP1/CCT4/CCT7/CCT5/CCT8/RUVBL2",9
"GO:1904356","regulation of telomere maintenance via telomere lengthening","8/50","59/10546",2.62433281302596e-10,8.87806206959846e-09,6.43005620929541e-09,"CCT3/CCT2/CCT6A/TCP1/CCT4/CCT7/CCT5/CCT8",8
"GO:0033044","regulation of chromosome organization","11/50","194/10546",1.22837080385459e-09,4.06897828776833e-08,2.94701241100202e-08,"CCT3/CCT2/CCT6A/TCP1/CCT4/CCT7/CCT5/CCT8/RUVBL2/RUVBL1/TRIM28",11
"GO:0071897","DNA biosynthetic process","10/50","156/10546",2.32195460843689e-09,7.42790947171429e-08,5.37976362929853e-08,"HSP90AB1/HSP90AA1/CCT3/CCT2/CCT6A/TCP1/CCT4/CCT7/CCT5/CCT8",10
"GO:0032204","regulation of telomere maintenance","8/50","77/10546",2.3358205885894e-09,7.42790947171429e-08,5.37976362929853e-08,"CCT3/CCT2/CCT6A/TCP1/CCT4/CCT7/CCT5/CCT8",8
"GO:0008037","cell recognition","8/50","87/10546",6.25972070458047e-09,1.9515599843692e-07,1.41344364309825e-07,"CCT3/CCT2/TCP1/CCT4/CCT7/CCT5/CCT8/YWHAZ",8
"GO:1904951","positive regulation of establishment of protein localization","11/50","227/10546",6.44151367401713e-09,1.9696166810937e-07,1.42652144926614e-07,"HSP90AB1/CCT3/CCT2/CCT6A/TCP1/CCT4/CCT7/CCT5/CCT8/YWHAE/TRIM28",11
"GO:0006403","RNA localization","10/50","176/10546",7.48588590699357e-09,2.24576577209807e-07,1.62652615337656e-07,"CCT3/CCT2/CCT6A/TCP1/CCT4/CCT7/CCT5/CCT8/RUVBL2/RUVBL1",10
"GO:0070201","regulation of establishment of protein localization","13/50","372/10546",1.15381252580828e-08,3.39733688154661e-07,2.46056706283482e-07,"HSPA8/HSP90AB1/CCT3/CCT2/CCT6A/TCP1/CCT4/CCT7/CCT5/CCT8/YWHAE/DNAJA1/TRIM28",13
"GO:0021762","substantia nigra development","6/50","37/10546",1.73254165782877e-08,5.0086204289959e-07,3.62756090653526e-07,"HSPA5/YWHAE/ACTB/YWHAH/SEC16A/YWHAQ",6
"GO:0034504","protein localization to nucleus","11/50","253/10546",1.99175021341944e-08,5.65514792738733e-07,4.09581716819711e-07,"HSP90AB1/CCT3/CCT2/CCT6A/TCP1/CCT4/CCT7/CCT5/CCT8/YWHAE/TRIM28",11
"GO:0007338","single fertilization","7/50","69/10546",3.00455557876812e-08,8.3811287197216e-07,6.07014552755738e-07,"CCT3/CCT2/TCP1/CCT4/CCT7/CCT5/CCT8",7
"GO:0006986","response to unfolded protein","8/50","111/10546",4.3423636258577e-08,1.19040658019202e-06,8.62168022992436e-07,"HSPA8/HSP90AB1/HSP90AA1/HSPA5/HSPD1/HSPA9/HSPB1/DNAJA1",8
"GO:0048857","neural nucleus development","6/50","46/10546",6.75894242335995e-08,1.82147770392243e-06,1.31922979681638e-06,"HSPA5/YWHAE/ACTB/YWHAH/SEC16A/YWHAQ",6
"GO:0035966","response to topologically incorrect protein","8/50","131/10546",1.58418539564663e-07,4.19809129846356e-06,3.04052425059194e-06,"HSPA8/HSP90AB1/HSP90AA1/HSPA5/HSPD1/HSPA9/HSPB1/DNAJA1",8
"GO:0006605","protein targeting","10/50","248/10546",1.93889154121554e-07,5.05383205005361e-06,3.66030603294184e-06,"HSPA8/HSP90AA1/HSPA5/YWHAG/HSPD1/CDC37/YWHAE/YWHAZ/YWHAB/YWHAQ",10
"GO:0009566","fertilization","7/50","92/10546",2.24667442409339e-07,5.76163279727175e-06,4.17294027157583e-06,"CCT3/CCT2/TCP1/CCT4/CCT7/CCT5/CCT8",7
"GO:0051973","positive regulation of telomerase activity","5/50","30/10546",2.5432255233175e-07,6.41861679694416e-06,4.64876979533724e-06,"HSP90AB1/HSP90AA1/CCT2/TCP1/CCT4",5
"GO:1903829","positive regulation of protein localization","11/50","332/10546",3.17524330209668e-07,7.88849507864643e-06,5.71334896791738e-06,"HSP90AB1/CCT3/CCT2/CCT6A/TCP1/CCT4/CCT7/CCT5/CCT8/YWHAE/TRIM28",11
"GO:0030901","midbrain development","6/50","66/10546",6.10250147608603e-07,1.49276574568874e-05,1.08115572709929e-05,"HSPA5/YWHAE/ACTB/YWHAH/SEC16A/YWHAQ",6
"GO:0006458","'de novo' protein folding","5/50","37/10546",7.58766102522625e-07,1.8279365197136e-05,1.32390768127552e-05,"HSPA8/CCT2/HSPA5/HSPD1/HSPA9",5
"GO:0090666","scaRNA localization to Cajal body","3/50","5/10546",9.96228217825429e-07,2.36418338260065e-05,1.71229170510765e-05,"CCT2/TCP1/CCT4",3
"GO:0051972","regulation of telomerase activity","5/50","42/10546",1.45462547837284e-06,3.40125663325415e-05,2.46340599588218e-05,"HSP90AB1/HSP90AA1/CCT2/TCP1/CCT4",5
"GO:0051131","chaperone-mediated protein complex assembly","4/50","19/10546",1.64443039916385e-06,3.78933961546452e-05,2.74448033056484e-05,"HSP90AB1/HSP90AA1/CCT2/HSPD1",4
"GO:0022618","ribonucleoprotein complex assembly","7/50","158/10546",8.62655512187544e-06,0.000195946037768313,0.000141916560952357,"HSP90AB1/HSP90AA1/PRKDC/RUVBL2/DHX30/RUVBL1/SNRNP200",7
"GO:0010638","positive regulation of organelle organization","10/50","378/10546",8.85416321997155e-06,0.000198283373517673,0.000143609407896944,"CCT3/CCT2/CCT6A/TCP1/CCT4/CCT7/CCT5/CCT8/SLC25A5/TRIM28",10
"GO:0071826","ribonucleoprotein complex subunit organization","7/50","165/10546",1.14611898228892e-05,0.000253101275255469,0.000183312012664338,"HSP90AB1/HSP90AA1/PRKDC/RUVBL2/DHX30/RUVBL1/SNRNP200",7
"GO:0009266","response to temperature stimulus","6/50","115/10546",1.58528821537613e-05,0.000345288803075075,0.000250080073197042,"HSP90AB1/HSP90AA1/HSPD1/HSPB1/YWHAE/DNAJA1",6
"GO:0051084","'de novo' post-translational protein folding","4/50","34/10546",1.867149948618e-05,0.000401184921392246,0.000290563590866016,"HSPA8/CCT2/HSPA5/HSPA9",4
"GO:0009408","response to heat","5/50","77/10546",2.98282083346111e-05,0.000632358016693756,0.000457993823411432,"HSP90AB1/HSP90AA1/HSPB1/YWHAE/DNAJA1",5
"GO:0045739","positive regulation of DNA repair","5/50","85/10546",4.81308034736409e-05,0.00100694707267223,0.00072929500000226,"PRKDC/ACTB/RUVBL2/RUVBL1/TRIM28",5
"GO:0019953","sexual reproduction","10/50","474/10546",6.21176569133827e-05,0.0012826892791205,0.000929005012484493,"CCT3/CCT2/TCP1/CCT4/CCT7/CCT5/CCT8/UBB/PPP2R1A/RUVBL1",10
"GO:1902949","positive regulation of tau-protein kinase activity","2/50","3/10546",6.58920384193456e-05,0.00134318386008666,0.000972819028755251,"HSP90AB1/HSP90AA1",2
"GO:0022613","ribonucleoprotein complex biogenesis","9/50","390/10546",7.6917567877429e-05,0.00154808775854572,0.00112122344114467,"HSP90AB1/HSP90AA1/C1QBP/PRKDC/RPL26L1/RUVBL2/DHX30/RUVBL1/SNRNP200",9
"GO:0043968","histone H2A acetylation","3/50","21/10546",0.000125594871169187,0.0024961980644876,0.00180790511919857,"ACTB/RUVBL2/RUVBL1",3
"GO:0140021","mitochondrial ADP transmembrane transport","2/50","4/10546",0.000131384248944372,0.00254757263197014,0.00184511384268476,"SLC25A5/SLC25A6",2
"GO:1990544","mitochondrial ATP transmembrane transport","2/50","4/10546",0.000131384248944372,0.00254757263197014,0.00184511384268476,"SLC25A5/SLC25A6",2
"GO:2000781","positive regulation of double-strand break repair","4/50","58/10546",0.000157103629206063,0.00300957554744146,0.00217972568613105,"PRKDC/ACTB/RUVBL2/RUVBL1",4
"GO:0031396","regulation of protein ubiquitination","6/50","177/10546",0.000176839758234867,0.00334732399515998,0.00242434455524993,"HSP90AB1/HSP90AA1/HSPA5/UBB/DNAJA1/BAG2",6
"GO:2001022","positive regulation of response to DNA damage stimulus","5/50","115/10546",0.000202418462285019,0.00378641594156682,0.00274236282030725,"PRKDC/ACTB/RUVBL2/RUVBL1/TRIM28",5
"GO:1902947","regulation of tau-protein kinase activity","2/50","5/10546",0.000218309596095403,0.00403618904408943,0.00292326435897639,"HSP90AB1/HSP90AA1",2
"GO:2001233","regulation of apoptotic signaling pathway","7/50","266/10546",0.000237061295738211,0.00433249954280179,0.00313787123457475,"UBB/HSPB1/SLC25A5/DNAJA1/PPP2R1A/SLC25A6/CSNK2A1",7
"GO:0015866","ADP transport","2/50","6/10546",0.000326471495779466,0.00583246829538596,0.00422424383657877,"SLC25A5/SLC25A6",2
"GO:1905323","telomerase holoenzyme complex assembly","2/50","6/10546",0.000326471495779466,0.00583246829538596,0.00422424383657877,"HSP90AB1/HSP90AA1",2
"GO:0051085","chaperone cofactor-dependent protein refolding","3/50","29/10546",0.000335962403099979,0.00593533578809962,0.0042987470057471,"HSPA8/HSPA5/HSPA9",3
"GO:1903320","regulation of protein modification by small protein conjugation or removal","6/50","202/10546",0.000361047608004896,0.00630841424975588,0.00456895411402379,"HSP90AB1/HSP90AA1/HSPA5/UBB/DNAJA1/BAG2",6
"GO:0031400","negative regulation of protein modification process","8/50","379/10546",0.00036934812204528,0.00638329906578255,0.00462319045214572,"YWHAG/HSPB1/YWHAE/DNAJA1/PRKDC/BAG2/YWHAB/PPP2R1A",8
"GO:0006282","regulation of DNA repair","5/50","135/10546",0.000425900808519583,0.007281529952109,0.00527374628772409,"PRKDC/ACTB/RUVBL2/RUVBL1/TRIM28",5
"GO:0045936","negative regulation of phosphate metabolic process","7/50","302/10546",0.000511280173209279,0.00864824973832717,0.0062636115284541,"YWHAG/HSPB1/YWHAE/DNAJA1/PRKDC/YWHAB/PPP2R1A",7
"GO:0010563","negative regulation of phosphorus metabolic process","7/50","303/10546",0.000521491935145559,0.00872812817769935,0.00632146456564256,"YWHAG/HSPB1/YWHAE/DNAJA1/PRKDC/YWHAB/PPP2R1A",7
"GO:1905168","positive regulation of double-strand break repair via homologous recombination","3/50","34/10546",0.000541093310953421,0.00896185796266603,0.00649074651516494,"ACTB/RUVBL2/RUVBL1",3
"GO:0034620","cellular response to unfolded protein","4/50","81/10546",0.000568674276268848,0.00932156803368523,0.00675127138619771,"HSPA8/HSPA5/HSPD1/HSPA9",4
"GO:0002831","regulation of response to biotic stimulus","6/50","228/10546",0.000686005411196836,0.0111300877939078,0.00806111621750095,"HSP90AB1/HSP90AA1/C1QBP/HSPD1/CDC37/PRKDC",6
"GO:0097190","apoptotic signaling pathway","8/50","417/10546",0.00069667794831152,0.0111890700789426,0.00810383493304416,"UBB/HSPB1/SLC25A5/DNAJA1/PRKDC/PPP2R1A/SLC25A6/CSNK2A1",8
"GO:0000492","box C/D snoRNP assembly","2/50","9/10546",0.000776430393113598,0.012103179657359,0.00876589112555496,"RUVBL2/RUVBL1",2
"GO:0098974","postsynaptic actin cytoskeleton organization","2/50","9/10546",0.000776430393113598,0.012103179657359,0.00876589112555496,"ACTBL2/ACTB",2
"GO:1901029","negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway","2/50","9/10546",0.000776430393113598,0.012103179657359,0.00876589112555496,"SLC25A5/SLC25A6",2
"GO:0034975","protein folding in endoplasmic reticulum","2/50","10/10546",0.000967598907120703,0.0146522120221135,0.010612062199399,"HSPA5/CANX",2
"GO:0060330","regulation of response to interferon-gamma","2/50","10/10546",0.000967598907120703,0.0146522120221135,0.010612062199399,"HSP90AB1/CDC37",2
"GO:0060334","regulation of interferon-gamma-mediated signaling pathway","2/50","10/10546",0.000967598907120703,0.0146522120221135,0.010612062199399,"HSP90AB1/CDC37",2
"GO:0007006","mitochondrial membrane organization","4/50","97/10546",0.00112024718356888,0.0168037077535332,0.0121703120042141,"HSP90AA1/HSPA9/SLC25A5/SLC25A6",4
"GO:2000779","regulation of double-strand break repair","4/50","98/10546",0.00116386850457349,0.0168889609525459,0.0122320577835718,"PRKDC/ACTB/RUVBL2/RUVBL1",4
"GO:2001234","negative regulation of apoptotic signaling pathway","5/50","169/10546",0.00117835101247546,0.0168889609525459,0.0122320577835718,"HSPB1/SLC25A5/DNAJA1/SLC25A6/CSNK2A1",5
"GO:0000491","small nucleolar ribonucleoprotein complex assembly","2/50","11/10546",0.00117904067027207,0.0168889609525459,0.0122320577835718,"RUVBL2/RUVBL1",2
"GO:0015867","ATP transport","2/50","11/10546",0.00117904067027207,0.0168889609525459,0.0122320577835718,"SLC25A5/SLC25A6",2
"GO:0099188","postsynaptic cytoskeleton organization","2/50","11/10546",0.00117904067027207,0.0168889609525459,0.0122320577835718,"ACTBL2/ACTB",2
"GO:0035967","cellular response to topologically incorrect protein","4/50","100/10546",0.00125466653188565,0.0178117838008766,0.0129004246793506,"HSPA8/HSPA5/HSPD1/HSPA9",4
"GO:0071407","cellular response to organic cyclic compound","7/50","358/10546",0.00139017175177449,0.0195147780688166,0.0141338412494441,"HSPA8/HSP90AB1/HSPA5/ACTB/RUVBL2/YWHAH/LARP1",7
"GO:0017038","protein import","5/50","176/10546",0.00141144621252447,0.0195147780688166,0.0141338412494441,"HSPA8/HSP90AB1/HSP90AA1/HSPD1/TRIM28",5
"GO:0030705","cytoskeleton-dependent intracellular transport","5/50","176/10546",0.00141144621252447,0.0195147780688166,0.0141338412494441,"HSPA8/UBB/HSPB1/TUBB/TUBA1C",5
"GO:0035795","negative regulation of mitochondrial membrane permeability","2/50","13/10546",0.00166199005476188,0.0225860186929179,0.0163582286991408,"SLC25A5/SLC25A6",2
"GO:1902036","regulation of hematopoietic stem cell differentiation","2/50","13/10546",0.00166199005476188,0.0225860186929179,0.0163582286991408,"HSPA9/PRKDC",2
"GO:0034605","cellular response to heat","3/50","51/10546",0.00177945421537496,0.0239773915461541,0.0173659492562017,"HSP90AB1/HSP90AA1/YWHAE",3
"GO:1904589","regulation of protein import","3/50","52/10546",0.00188213314396883,0.0251478294026088,0.018213654661671,"HSPA8/HSP90AB1/TRIM28",3
"GO:0061684","chaperone-mediated autophagy","2/50","14/10546",0.00193312390538752,0.0254022066906293,0.0183978908437924,"HSPA8/HSP90AA1",2
"GO:0072530","purine-containing compound transmembrane transport","2/50","14/10546",0.00193312390538752,0.0254022066906293,0.0183978908437924,"SLC25A5/SLC25A6",2
"GO:0046824","positive regulation of nucleocytoplasmic transport","3/50","53/10546",0.0019884409615504,0.0259149272857797,0.0187692356508726,"HSP90AB1/YWHAE/TRIM28",3
"GO:0021954","central nervous system neuron development","3/50","54/10546",0.00209842286827481,0.0271259541508695,0.0196463381933474,"HSP90AB1/HSP90AA1/UBB",3
"GO:0045911","positive regulation of DNA recombination","3/50","55/10546",0.00221212322394831,0.0280620292361074,0.0203243032004644,"ACTB/RUVBL2/RUVBL1",3
"GO:1901679","nucleotide transmembrane transport","2/50","15/10546",0.00222378344889907,0.0280620292361074,0.0203243032004644,"SLC25A5/SLC25A6",2
"GO:1905709","negative regulation of membrane permeability","2/50","15/10546",0.00222378344889907,0.0280620292361074,0.0203243032004644,"SLC25A5/SLC25A6",2
"GO:0046931","pore complex assembly","2/50","16/10546",0.00253378494054602,0.0314743598083451,0.0227957296460308,"CCT3/CCT8",2
"GO:0060333","interferon-gamma-mediated signaling pathway","2/50","16/10546",0.00253378494054602,0.0314743598083451,0.0227957296460308,"HSP90AB1/CDC37",2
"GO:0042255","ribosome assembly","3/50","58/10546",0.00257596614642716,0.0317502804094511,0.0229955688632502,"C1QBP/PRKDC/DHX30",3
"GO:0060382","regulation of DNA strand elongation","2/50","17/10546",0.00286294587860927,0.0347487324197614,0.0251672381775696,"RUVBL2/RUVBL1",2
"GO:0070262","peptidyl-serine dephosphorylation","2/50","17/10546",0.00286294587860927,0.0347487324197614,0.0251672381775696,"YWHAE/PPP2R1A",2
"GO:0010569","regulation of double-strand break repair via homologous recombination","3/50","62/10546",0.00311569573284775,0.0375299713274843,0.0271815879723719,"ACTB/RUVBL2/RUVBL1",3
"GO:1903362","regulation of cellular protein catabolic process","5/50","213/10546",0.00324655900587333,0.0388122467619443,0.0281102932522787,"HSP90AB1/HSP90AA1/UBB/BAG2/CSNK2A1",5
"GO:2001020","regulation of response to DNA damage stimulus","5/50","215/10546",0.00337936622730779,0.0400984500105925,0.0290418433045933,"PRKDC/ACTB/RUVBL2/RUVBL1/TRIM28",5
"GO:0035304","regulation of protein dephosphorylation","3/50","65/10546",0.00356281574667161,0.0418312896413983,0.0302968757813239,"HSP90AB1/YWHAE/YWHAB",3
