"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-69620","Cell Cycle Checkpoints","8/46","273/10179",2.60222377144768e-05,0.000701309160334494,0.000387878393762164,"XPO1/TP53/BRCA1/YWHAZ/MCM2/MDM2/YWHAG/CDK2",8
"R-HSA-5689896","Ovarian tumor domain proteases","4/46","39/10179",2.67448408602138e-05,0.000701309160334494,0.000387878393762164,"ESR1/TRIM25/TP53/TNIP2",4
"R-HSA-3700989","Transcriptional Regulation by TP53","9/46","362/10179",2.82828926836957e-05,0.000715153143573448,0.000395535190914842,"JUN/TP53/BRCA1/MOV10/YWHAZ/MDM2/YWHAG/CDK2/NPM1",9
"R-HSA-5637810","Constitutive Signaling by EGFRvIII","3/46","15/10179",3.78369894868038e-05,0.000892952951888569,0.000493872283827755,"EGFR/GRB2/HSP90AA1",3
"R-HSA-5637812","Signaling by EGFRvIII in Cancer","3/46","15/10179",3.78369894868038e-05,0.000892952951888569,0.000493872283827755,"EGFR/GRB2/HSP90AA1",3
"R-HSA-8856828","Clathrin-mediated endocytosis","6/46","145/10179",4.41295917455022e-05,0.000995946917859467,0.00055083594029694,"EGFR/CFTR/GRB2/HSPA8/COPS5/NEDD8",6
"R-HSA-4655427","SUMOylation of DNA methylation proteins","3/46","16/10179",4.64212546459921e-05,0.000995946917859467,0.00055083594029694,"BMI1/SUMO1/RNF2",3
"R-HSA-9665348","Signaling by ERBB2 ECD mutants","3/46","16/10179",4.64212546459921e-05,0.000995946917859467,0.00055083594029694,"EGFR/GRB2/HSP90AA1",3
"R-HSA-5693532","DNA Double-Strand Break Repair","6/46","149/10179",5.14047018786507e-05,0.0010197103385882,0.000563978956221839,"SUMO2/RNF4/SUMO1/TP53/BRCA1/CDK2",6
"R-HSA-69481","G2/M Checkpoints","6/46","149/10179",5.14047018786507e-05,0.0010197103385882,0.000563978956221839,"TP53/BRCA1/YWHAZ/MCM2/YWHAG/CDK2",6
"R-HSA-4570464","SUMOylation of RNA binding proteins","4/46","46/10179",5.18496782332981e-05,0.0010197103385882,0.000563978956221839,"SUMO2/BMI1/SUMO1/RNF2",4
"R-HSA-8878159","Transcriptional regulation by RUNX3","5/46","96/10179",6.78265941226059e-05,0.00129787104429203,0.000717823414327436,"TP53/MYC/MDM2/CTNNB1/SNW1",5
"R-HSA-1236382","Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants","3/46","19/10179",7.95654935365708e-05,0.00144441972881775,0.000798876210407675,"EGFR/GRB2/HSP90AA1",3
"R-HSA-5637815","Signaling by Ligand-Responsive EGFR Variants in Cancer","3/46","19/10179",7.95654935365708e-05,0.00144441972881775,0.000798876210407675,"EGFR/GRB2/HSP90AA1",3
"R-HSA-5683057","MAPK family signaling cascades","8/46","321/10179",8.21606882660747e-05,0.00145424418230952,0.000804309895657363,"JUN/EGFR/XPO1/CUL3/MYC/GRB2/MOV10/FN1",8
"R-HSA-2219528","PI3K/AKT Signaling in Cancer","5/46","103/10179",9.48833532011304e-05,0.00163847351381464,0.000906203013884993,"ESR2/ESR1/EGFR/GRB2/MDM2",5
"R-HSA-72203","Processing of Capped Intron-Containing Pre-mRNA","7/46","243/10179",9.80004673643175e-05,0.00165200787842707,0.000913688567907923,"ELAVL1/HNRNPL/EFTUD2/NXF1/HSPA8/SNW1/CDC5L",7
"R-HSA-8856825","Cargo recognition for clathrin-mediated endocytosis","5/46","105/10179",0.000103958611285346,0.00171169062302383,0.000946697757604618,"EGFR/CFTR/GRB2/COPS5/NEDD8",5
"R-HSA-6785807","Interleukin-4 and Interleukin-13 signaling","5/46","107/10179",0.000113687232784828,0.00182933092753768,0.00101176197597981,"TP53/MYC/HSPA8/HSP90AA1/FN1",5
"R-HSA-4551638","SUMOylation of chromatin organization proteins","4/46","57/10179",0.000121036583647517,0.00184751324683229,0.00102181820966638,"SUMO2/BMI1/SUMO1/RNF2",4
"R-HSA-8862803","Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models","3/46","22/10179",0.00012525513537846,0.00184751324683229,0.00102181820966638,"APP/JUN/LMNA",3
"R-HSA-8863678","Neurodegenerative Diseases","3/46","22/10179",0.00012525513537846,0.00184751324683229,0.00102181820966638,"APP/JUN/LMNA",3
"R-HSA-9665686","Signaling by ERBB2 TMD/JMD mutants","3/46","22/10179",0.00012525513537846,0.00184751324683229,0.00102181820966638,"EGFR/GRB2/HSP90AA1",3
"R-HSA-3371571","HSF1-dependent transactivation","3/46","23/10179",0.000143588074603322,0.00203320713638303,0.00112452134215654,"HSPA8/HSP90AA1/HSP90AB1",3
"R-HSA-9013418","RHOBTB2 GTPase cycle","3/46","23/10179",0.000143588074603322,0.00203320713638303,0.00112452134215654,"CUL3/HSP90AA1/HSP90AB1",3
"R-HSA-8943724","Regulation of PTEN gene transcription","4/46","60/10179",0.000147947597184411,0.002053860760913,0.00113594439943449,"JUN/BMI1/TP53/RNF2",4
"R-HSA-72163","mRNA Splicing - Major Pathway","6/46","183/10179",0.000160313177188178,0.00218272556633134,0.00120721663793526,"ELAVL1/HNRNPL/EFTUD2/HSPA8/SNW1/CDC5L",6
"R-HSA-1643713","Signaling by EGFR in Cancer","3/46","25/10179",0.000185301186061645,0.0024295044394749,0.00134370450711368,"EGFR/GRB2/HSP90AA1",3
"R-HSA-9664565","Signaling by ERBB2 KD Mutants","3/46","25/10179",0.000185301186061645,0.0024295044394749,0.00134370450711368,"EGFR/GRB2/HSP90AA1",3
"R-HSA-3065676","SUMO is conjugated to E1 (UBA2:SAE1)","2/46","5/10179",0.000198081138696837,0.00254984447631564,0.00141026188698992,"SUMO2/SUMO1",2
"R-HSA-72172","mRNA Splicing","6/46","191/10179",0.000202411031804512,0.00255905375924276,0.00141535533517441,"ELAVL1/HNRNPL/EFTUD2/HSPA8/SNW1/CDC5L",6
"R-HSA-1227990","Signaling by ERBB2 in Cancer","3/46","26/10179",0.000208809028603835,0.00259362793423711,0.00143447753722302,"EGFR/GRB2/HSP90AA1",3
"R-HSA-69275","G2/M Transition","6/46","193/10179",0.000214190751626426,0.00261460434743982,0.00144607912168839,"XPO1/TP53/HSP90AA1/YWHAG/HSP90AB1/CDK2",6
"R-HSA-9679506","SARS-CoV Infections","8/46","370/10179",0.000219556059788616,0.00263467271746339,0.00145717848780313,"TRIM25/CUL3/SUMO1/GRB2/HSP90AA1/YWHAZ/YWHAG/HSP90AB1",8
"R-HSA-453274","Mitotic G2-G2/M phases","6/46","195/10179",0.000226506117359195,0.0026727721848385,0.00147825045013369,"XPO1/TP53/HSP90AA1/YWHAG/HSP90AB1/CDK2",6
"R-HSA-201681","TCF dependent signaling in response to WNT","6/46","200/10179",0.000259752375203114,0.00301483084661975,0.00166743543702431,"XPO1/CUL3/MYC/YWHAZ/H3C1/CTNNB1",6
"R-HSA-195258","RHO GTPase Effectors","7/46","288/10179",0.00028024895163889,0.00320026222194087,0.00176999337877193,"CFTR/XPO1/GRB2/YWHAZ/YWHAG/H3C1/CTNNB1",7
"R-HSA-3065679","SUMO is proteolytically processed","2/46","6/10179",0.000296266049373606,0.00322702096856174,0.00178479304238027,"SUMO2/SUMO1",2
"R-HSA-5336415","Uptake and function of diphtheria toxin","2/46","6/10179",0.000296266049373606,0.00322702096856174,0.00178479304238027,"HSP90AA1/HSP90AB1",2
"R-HSA-8857538","PTK6 promotes HIF1A stabilization","2/46","6/10179",0.000296266049373606,0.00322702096856174,0.00178479304238027,"LRRK2/EGFR",2
"R-HSA-5357801","Programmed Cell Death","6/46","208/10179",0.000320837548136545,0.00335220418352975,0.00185402907563644,"TP53/HSP90AA1/YWHAZ/LMNA/YWHAG/CTNNB1",6
"R-HSA-114452","Activation of BH3-only proteins","3/46","30/10179",0.000321963113672349,0.00335220418352975,0.00185402907563644,"TP53/YWHAZ/YWHAG",3
"R-HSA-4090294","SUMOylation of intracellular receptors","3/46","30/10179",0.000321963113672349,0.00335220418352975,0.00185402907563644,"ESR1/SUMO2/SUMO1",3
"R-HSA-195721","Signaling by WNT","7/46","297/10179",0.000337931223572365,0.00346746820709036,0.00191777902622303,"XPO1/CUL3/MYC/MOV10/YWHAZ/H3C1/CTNNB1",7
"R-HSA-69473","G2/M DNA damage checkpoint","4/46","76/10179",0.000369263168587606,0.0037348331908575,0.00206565261224946,"TP53/BRCA1/YWHAZ/YWHAG",4
"R-HSA-6807070","PTEN Regulation","5/46","139/10179",0.000386187063203644,0.00381745978905078,0.00211135153364093,"JUN/BMI1/TP53/MOV10/RNF2",5
"R-HSA-2219530","Constitutive Signaling by Aberrant PI3K in Cancer","4/46","77/10179",0.000388216249733978,0.00381745978905078,0.00211135153364093,"ESR2/ESR1/EGFR/GRB2",4
"R-HSA-3065678","SUMO is transferred from E1 to E2 (UBE2I, UBC9)","2/46","7/10179",0.000413578341941581,0.00401114337115944,0.00221847358618988,"SUMO2/SUMO1",2
"R-HSA-5693607","Processing of DNA double-strand break ends","4/46","79/10179",0.000428195811680933,0.0040458201953006,0.0022376525611832,"SUMO2/RNF4/BRCA1/CDK2",4
"R-HSA-2559585","Oncogene Induced Senescence","3/46","33/10179",0.000428582647807267,0.0040458201953006,0.0022376525611832,"TP53/MOV10/MDM2",3
"R-HSA-168928","DDX58/IFIH1-mediated induction of interferon-alpha/beta","4/46","80/10179",0.000449250895606134,0.00418512676433083,0.00231469990533909,"APP/TRIM25/HSP90AA1/HSP90AB1",4
"R-HSA-8953750","Transcriptional Regulation by E2F6","3/46","34/10179",0.000468574774501726,0.00430845377074314,0.00238290931120495,"BMI1/BRCA1/RNF2",3
"R-HSA-9706574","RHOBTB GTPase Cycle","3/46","35/10179",0.000510886306572611,0.00463727570581293,0.00256477336093133,"CUL3/HSP90AA1/HSP90AB1",3
"R-HSA-4411364","Binding of TCF/LEF:CTNNB1 to target gene promoters","2/46","8/10179",0.000549850662919085,0.00479688949325719,0.00265305217289872,"MYC/CTNNB1",2
"R-HSA-450520","HuR (ELAVL1) binds and stabilizes mRNA","2/46","8/10179",0.000549850662919085,0.00479688949325719,0.00265305217289872,"ELAVL1/XPO1",2
"R-HSA-8951430","RUNX3 regulates WNT signaling","2/46","8/10179",0.000549850662919085,0.00479688949325719,0.00265305217289872,"MYC/CTNNB1",2
"R-HSA-6804757","Regulation of TP53 Degradation","3/46","36/10179",0.000555571946959167,0.00479688949325719,0.00265305217289872,"TP53/MDM2/CDK2",3
"R-HSA-1500620","Meiosis","4/46","86/10179",0.000591403910478337,0.0050447466098634,0.00279013639439367,"BRCA1/LMNA/H3C1/CDK2",4
"R-HSA-6806003","Regulation of TP53 Expression and Degradation","3/46","37/10179",0.000602685571668621,0.00507977838977838,0.00280951168747778,"TP53/MDM2/CDK2",3
"R-HSA-450531","Regulation of mRNA stability by proteins that bind AU-rich elements","4/46","87/10179",0.000617868672506715,0.00508663976900877,0.00281330656269888,"ELAVL1/XPO1/HSPA8/YWHAZ",4
"R-HSA-5628897","TP53 Regulates Metabolic Genes","4/46","87/10179",0.000617868672506715,0.00508663976900877,0.00281330656269888,"TP53/MOV10/YWHAZ/YWHAG",4
"R-HSA-5687128","MAPK6/MAPK4 signaling","4/46","89/10179",0.000673306157004061,0.00547931907079167,0.00303048869214169,"JUN/XPO1/MYC/MOV10",4
"R-HSA-8853884","Transcriptional Regulation by VENTX","3/46","39/10179",0.000704408186669553,0.00560765214210167,0.00310146684041306,"TP53/MOV10/CTNNB1",3
"R-HSA-2179392","EGFR Transactivation by Gastrin","2/46","9/10179",0.000704916724077752,0.00560765214210167,0.00310146684041306,"EGFR/GRB2",2
"R-HSA-6804756","Regulation of TP53 Activity through Phosphorylation","4/46","92/10179",0.000762952665238479,0.00600189429987604,0.00331951335051128,"TP53/BRCA1/MDM2/CDK2",4
"R-HSA-170834","Signaling by TGF-beta Receptor Complex","4/46","93/10179",0.000794624504168457,0.00618235328517877,0.00341932117467514,"XPO1/MYC/NEDD8/SNW1",4
"R-HSA-168142","Toll Like Receptor 10 (TLR10) Cascade","4/46","95/10179",0.000860741304089695,0.00647975831217334,0.00358380923599239,"APP/JUN/TP53/TNIP2",4
"R-HSA-168176","Toll Like Receptor 5 (TLR5) Cascade","4/46","95/10179",0.000860741304089695,0.00647975831217334,0.00358380923599239,"APP/JUN/TP53/TNIP2",4
"R-HSA-975871","MyD88 cascade initiated on plasma membrane","4/46","95/10179",0.000860741304089695,0.00647975831217334,0.00358380923599239,"APP/JUN/TP53/TNIP2",4
"R-HSA-3769402","Deactivation of the beta-catenin transactivating complex","3/46","42/10179",0.000876502140074912,0.00647975831217334,0.00358380923599239,"XPO1/YWHAZ/CTNNB1",3
"R-HSA-3215018","Processing and activation of SUMO","2/46","10/10179",0.000878611296565877,0.00647975831217334,0.00358380923599239,"SUMO2/SUMO1",2
"R-HSA-9679191","Potential therapeutics for SARS","4/46","97/10179",0.000930654258117895,0.00679281664688113,0.00375695479131695,"CUL3/GRB2/HSP90AA1/HSP90AB1",4
"R-HSA-975138","TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation","4/46","100/10179",0.00104290080321406,0.00753442621097507,0.00416712243604331,"APP/JUN/TP53/TNIP2",4
"R-HSA-9614399","Regulation of localization of FOXO transcription factors","2/46","11/10179",0.00107077020506144,0.00758105305183502,0.00419291069771428,"YWHAZ/YWHAG",2
"R-HSA-9634285","Constitutive Signaling by Overexpressed ERBB2","2/46","11/10179",0.00107077020506144,0.00758105305183502,0.00419291069771428,"GRB2/HSP90AA1",2
"R-HSA-975155","MyD88 dependent cascade initiated on endosome","4/46","101/10179",0.00108234287316226,0.00758711637820675,0.00419626418776823,"APP/JUN/TP53/TNIP2",4
"R-HSA-168181","Toll Like Receptor 7/8 (TLR7/8) Cascade","4/46","102/10179",0.00112282294696822,0.00779371222013233,0.00431052772210709,"APP/JUN/TP53/TNIP2",4
"R-HSA-168164","Toll Like Receptor 3 (TLR3) Cascade","4/46","103/10179",0.0011643558598477,0.00800353348322493,0.00442657516467392,"APP/JUN/TP53/TNIP2",4
"R-HSA-109581","Apoptosis","5/46","179/10179",0.00121575813328411,0.00826500453352161,0.00457118894806726,"TP53/YWHAZ/LMNA/YWHAG/CTNNB1",5
"R-HSA-168138","Toll Like Receptor 9 (TLR9) Cascade","4/46","105/10179",0.00125063952641659,0.00826500453352161,0.00457118894806726,"APP/JUN/TP53/TNIP2",4
"R-HSA-6811558","PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling","4/46","105/10179",0.00125063952641659,0.00826500453352161,0.00457118894806726,"ESR2/ESR1/EGFR/GRB2",4
"R-HSA-3371511","HSF1 activation","2/46","12/10179",0.00128123032195464,0.00826500453352161,0.00457118894806726,"HSP90AA1/HSP90AB1",2
"R-HSA-9700645","ALK mutants bind TKIs","2/46","12/10179",0.00128123032195464,0.00826500453352161,0.00457118894806726,"FN1/NPM1",2
"R-HSA-9755779","SARS-CoV-2 targets host intracellular signalling and regulatory pathways","2/46","12/10179",0.00128123032195464,0.00826500453352161,0.00457118894806726,"YWHAZ/YWHAG",2
"R-HSA-1474165","Reproduction","4/46","106/10179",0.00129541992768484,0.00826500453352161,0.00457118894806726,"BRCA1/LMNA/H3C1/CDK2",4
"R-HSA-6791312","TP53 Regulates Transcription of Cell Cycle Genes","3/46","48/10179",0.00129578460906907,0.00826500453352161,0.00457118894806726,"TP53/CDK2/NPM1",3
"R-HSA-166166","MyD88-independent TLR4 cascade ","4/46","107/10179",0.00134131245952561,0.00840397541012508,0.0046480506282583,"APP/JUN/TP53/TNIP2",4
"R-HSA-937061","TRIF(TICAM1)-mediated TLR4 signaling ","4/46","107/10179",0.00134131245952561,0.00840397541012508,0.0046480506282583,"APP/JUN/TP53/TNIP2",4
"R-HSA-1227986","Signaling by ERBB2","3/46","50/10179",0.00145916187285671,0.00906216321037326,0.00501207956327513,"EGFR/GRB2/HSP90AA1",3
"R-HSA-179812","GRB2 events in EGFR signaling","2/46","13/10179",0.00150982956155976,0.00913640452636163,0.00505314077283159,"EGFR/GRB2",2
"R-HSA-75035","Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex","2/46","13/10179",0.00150982956155976,0.00913640452636163,0.00505314077283159,"YWHAZ/YWHAG",2
"R-HSA-8866910","TFAP2 (AP-2) family regulates transcription of growth factors and their receptors","2/46","13/10179",0.00150982956155976,0.00913640452636163,0.00505314077283159,"ESR1/EGFR",2
"R-HSA-166058","MyD88:MAL(TIRAP) cascade initiated on plasma membrane","4/46","111/10179",0.00153629972746638,0.00914033787433777,0.00505531621952669,"APP/JUN/TP53/TNIP2",4
"R-HSA-168188","Toll Like Receptor TLR6:TLR2 Cascade","4/46","111/10179",0.00153629972746638,0.00914033787433777,0.00505531621952669,"APP/JUN/TP53/TNIP2",4
"R-HSA-199418","Negative regulation of the PI3K/AKT network","4/46","112/10179",0.00158797466373067,0.00936905051601093,0.0051818120605948,"ESR2/ESR1/EGFR/GRB2",4
"R-HSA-3371497","HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand","3/46","52/10179",0.00163493590047931,0.00944489453634631,0.00522375969003989,"HSPA8/HSP90AA1/HSP90AB1",3
"R-HSA-9694516","SARS-CoV-2 Infection","6/46","284/10179",0.00163946188000814,0.00944489453634631,0.00522375969003989,"TRIM25/SUMO1/HSP90AA1/YWHAZ/YWHAG/HSP90AB1",6
"R-HSA-5693567","HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)","4/46","113/10179",0.00164085032199237,0.00944489453634631,0.00522375969003989,"SUMO2/RNF4/BRCA1/CDK2",4
"R-HSA-168179","Toll Like Receptor TLR1:TLR2 Cascade","4/46","114/10179",0.00169494140504507,0.00960014811817525,0.00530962696990959,"APP/JUN/TP53/TNIP2",4
"R-HSA-181438","Toll Like Receptor 2 (TLR2) Cascade","4/46","114/10179",0.00169494140504507,0.00960014811817525,0.00530962696990959,"APP/JUN/TP53/TNIP2",4
"R-HSA-180336","SHC1 events in EGFR signaling","2/46","14/10179",0.00175640687435633,0.00979162257515184,0.0054155272048119,"EGFR/GRB2",2
"R-HSA-6804116","TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest","2/46","14/10179",0.00175640687435633,0.00979162257515184,0.0054155272048119,"TP53/CDK2",2
"R-HSA-8848021","Signaling by PTK6","3/46","54/10179",0.00182344231990686,0.00993074740380043,0.005492474032432,"LRRK2/EGFR/CDK2",3
"R-HSA-9006927","Signaling by Non-Receptor Tyrosine Kinases","3/46","54/10179",0.00182344231990686,0.00993074740380043,0.005492474032432,"LRRK2/EGFR/CDK2",3
"R-HSA-912446","Meiotic recombination","3/46","54/10179",0.00182344231990686,0.00993074740380043,0.005492474032432,"BRCA1/H3C1/CDK2",3
"R-HSA-109606","Intrinsic Pathway for Apoptosis","3/46","55/10179",0.0019225719446282,0.0102344431338103,0.00566044134073361,"TP53/YWHAZ/YWHAG",3
"R-HSA-9700206","Signaling by ALK in cancer","3/46","55/10179",0.0019225719446282,0.0102344431338103,0.00566044134073361,"GRB2/FN1/NPM1",3
"R-HSA-9725370","Signaling by ALK fusions and activated point mutants","3/46","55/10179",0.0019225719446282,0.0102344431338103,0.00566044134073361,"GRB2/FN1/NPM1",3
"R-HSA-9705683","SARS-CoV-2-host interactions","5/46","199/10179",0.001941871982637,0.0102600400276641,0.00567459840959123,"TRIM25/HSP90AA1/YWHAZ/YWHAG/HSP90AB1",5
"R-HSA-5693538","Homology Directed Repair","4/46","119/10179",0.00198414114483268,0.0104057180040114,0.00575516963647373,"SUMO2/RNF4/BRCA1/CDK2",4
"R-HSA-111447","Activation of BAD and translocation to mitochondria ","2/46","15/10179",0.00202080224125934,0.0104432699767271,0.00577593879176699,"YWHAZ/YWHAG",2
"R-HSA-354194","GRB2:SOS provides linkage to MAPK signaling for Integrins ","2/46","15/10179",0.00202080224125934,0.0104432699767271,0.00577593879176699,"GRB2/FN1",2
"R-HSA-9006936","Signaling by TGFB family members","4/46","122/10179",0.00217318163374174,0.011149366642675,0.00616646504768823,"XPO1/MYC/NEDD8/SNW1",4
"R-HSA-1236394","Signaling by ERBB4","3/46","58/10179",0.00223993818084251,0.0112442932474912,0.00621896682733677,"ESR1/EGFR/GRB2",3
"R-HSA-9616222","Transcriptional regulation of granulopoiesis","3/46","58/10179",0.00223993818084251,0.0112442932474912,0.00621896682733677,"MYC/H3C1/CDK2",3
"R-HSA-8878171","Transcriptional regulation by RUNX1","5/46","206/10179",0.00225871673903566,0.0112442932474912,0.00621896682733677,"ESR1/BMI1/MOV10/H3C1/RNF2",5
"R-HSA-1963640","GRB2 events in ERBB2 signaling","2/46","16/10179",0.00230285666791839,0.0112442932474912,0.00621896682733677,"EGFR/GRB2",2
"R-HSA-1963642","PI3K events in ERBB2 signaling","2/46","16/10179",0.00230285666791839,0.0112442932474912,0.00621896682733677,"EGFR/GRB2",2
"R-HSA-399954","Sema3A PAK dependent Axon repulsion","2/46","16/10179",0.00230285666791839,0.0112442932474912,0.00621896682733677,"HSP90AA1/HSP90AB1",2
"R-HSA-844456","The NLRP3 inflammasome","2/46","16/10179",0.00230285666791839,0.0112442932474912,0.00621896682733677,"APP/HSP90AB1",2
"R-HSA-201722","Formation of the beta-catenin:TCF transactivating complex","3/46","59/10179",0.00235251306190035,0.0113304710736425,0.00626662985339729,"MYC/H3C1/CTNNB1",3
"R-HSA-5693565","Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks","3/46","59/10179",0.00235251306190035,0.0113304710736425,0.00626662985339729,"SUMO1/TP53/BRCA1",3
"R-HSA-5693606","DNA Double Strand Break Response","3/46","60/10179",0.00246854282320119,0.0118089751272057,0.00653127973137158,"SUMO1/TP53/BRCA1",3
"R-HSA-2029482","Regulation of actin dynamics for phagocytic cup formation","3/46","61/10179",0.00258806354811274,0.0122833854850958,0.00679366547792989,"GRB2/HSP90AA1/HSP90AB1",3
"R-HSA-180292","GAB1 signalosome","2/46","17/10179",0.00260241217904572,0.0122833854850958,0.00679366547792989,"EGFR/GRB2",2
"R-HSA-5625740","RHO GTPases activate PKNs","3/46","62/10179",0.00271111065917259,0.0126280680703566,0.00698430169814547,"YWHAZ/YWHAG/H3C1",3
"R-HSA-6796648","TP53 Regulates Transcription of DNA Repair Genes","3/46","62/10179",0.00271111065917259,0.0126280680703566,0.00698430169814547,"JUN/TP53/BRCA1",3
