"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-111447","Activation of BAD and translocation to mitochondria ","6/48","15/7112",3.27150018747412e-10,1.62172937864789e-08,1.12657675628808e-08,"YWHAG/YWHAE/YWHAZ/YWHAB/YWHAH/YWHAQ",6
"R-HSA-3371497","HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand","8/48","49/7112",8.56524089700277e-10,3.96285145501328e-08,2.75289847777352e-08,"HSPA8/HSP90AB1/HSP90AA1/TUBA4A/TUBB3/DNAJA1/FKBP5/TUBA1C",8
"R-HSA-5620922","BBSome-mediated cargo-targeting to cilium","6/48","20/7112",2.4699929424003e-09,1.07135943876613e-07,7.44247873433775e-08,"CCT3/CCT2/TCP1/CCT4/CCT5/CCT8",6
"R-HSA-9013418","RHOBTB2 GTPase cycle","6/48","23/7112",6.33558033771385e-09,2.5864075025726e-07,1.79671566233619e-07,"HSP90AB1/HSP90AA1/CCT2/CCT6A/CCT7/CDC37",6
"R-HSA-9705683","SARS-CoV-2-host interactions","11/48","179/7112",1.89933091100384e-08,7.32297584575927e-07,5.08709682596351e-07,"HSP90AB1/HSP90AA1/YWHAG/UBB/YWHAE/YWHAZ/YWHAB/YWHAH/RPS3A/YWHAQ/LARP1",11
"R-HSA-114452","Activation of BH3-only proteins","6/48","29/7112",2.89178562099147e-08,1.05626274787794e-06,7.33760562002268e-07,"YWHAG/YWHAE/YWHAZ/YWHAB/YWHAH/YWHAQ",6
"R-HSA-109606","Intrinsic Pathway for Apoptosis","7/48","52/7112",4.30728232874211e-08,1.49462696807351e-06,1.03828174029678e-06,"C1QBP/YWHAG/YWHAE/YWHAZ/YWHAB/YWHAH/YWHAQ",7
"R-HSA-9694516","SARS-CoV-2 Infection","12/48","250/7112",6.18281235850811e-08,2.04327227466887e-06,1.41941256150211e-06,"HSP90AB1/HSP90AA1/YWHAG/CANX/UBB/YWHAE/YWHAZ/YWHAB/YWHAH/RPS3A/YWHAQ/LARP1",12
"R-HSA-9706574","RHOBTB GTPase Cycle","6/48","35/7112",9.58463637003064e-08,3.02351710945512e-06,2.10036529065743e-06,"HSP90AB1/HSP90AA1/CCT2/CCT6A/CCT7/CDC37",6
"R-HSA-380320","Recruitment of NuMA to mitotic centrosomes","8/48","90/7112",1.19754598453302e-07,3.50668877224694e-06,2.43601313163825e-06,"HSP90AA1/TUBA4A/YWHAG/TUBB3/YWHAE/TUBB/PPP2R1A/TUBA1C",8
"R-HSA-9679506","SARS-CoV Infections","13/48","322/7112",1.21268775985485e-07,3.50668877224694e-06,2.43601313163825e-06,"HSP90AB1/HSP90AA1/YWHAG/CANX/UBB/YWHAE/YWHAZ/TUBB/YWHAB/YWHAH/RPS3A/YWHAQ/LARP1",13
"R-HSA-5357801","Programmed Cell Death","10/48","187/7112",3.41079766389793e-07,8.88449067048271e-06,6.1718439664509e-06,"HSP90AA1/C1QBP/YWHAG/CDC37/UBB/YWHAE/YWHAZ/YWHAB/YWHAH/YWHAQ",10
"R-HSA-69275","G2/M Transition","10/48","187/7112",3.41079766389793e-07,8.88449067048271e-06,6.1718439664509e-06,"HSP90AB1/HSP90AA1/TUBA4A/YWHAG/UBB/TUBB3/YWHAE/TUBB/PPP2R1A/TUBA1C",10
"R-HSA-5620920","Cargo trafficking to the periciliary membrane","6/48","43/7112",3.45650213404947e-07,8.88449067048271e-06,6.1718439664509e-06,"CCT3/CCT2/TCP1/CCT4/CCT5/CCT8",6
"R-HSA-453274","Mitotic G2-G2/M phases","10/48","189/7112",3.76619302666983e-07,9.3347784303888e-06,6.4846481436646e-06,"HSP90AB1/HSP90AA1/TUBA4A/YWHAG/UBB/TUBB3/YWHAE/TUBB/PPP2R1A/TUBA1C",10
"R-HSA-9663891","Selective autophagy","7/48","74/7112",5.18191711543929e-07,1.24008637176375e-05,8.61458453310778e-06,"HSPA8/HSP90AA1/TUBA4A/UBB/TUBB3/CSNK2A1/TUBA1C",7
"R-HSA-9614399","Regulation of localization of FOXO transcription factors","4/48","11/7112",5.82283748186821e-07,1.34701640413885e-05,9.35740198840576e-06,"YWHAG/YWHAZ/YWHAB/YWHAQ",4
"R-HSA-195258","RHO GTPase Effectors","11/48","272/7112",1.34070000317806e-06,3.00143807163089e-05,2.08502750918694e-05,"TUBA4A/YWHAG/TUBB3/YWHAE/YWHAZ/YWHAB/ACTB/PPP2R1A/YWHAH/YWHAQ/TUBA1C",11
"R-HSA-2565942","Regulation of PLK1 Activity at G2/M Transition","7/48","86/7112",1.45577059217429e-06,3.157202471778e-05,2.19323332636785e-05,"HSP90AA1/TUBA4A/YWHAG/UBB/YWHAE/TUBB/PPP2R1A",7
"R-HSA-3371556","Cellular response to heat stress","7/48","88/7112",1.70258488593482e-06,3.58058760860233e-05,2.48734889237049e-05,"HSPA8/HSP90AB1/HSP90AA1/HSPA5/HSPA9/YWHAE/BAG2",7
"R-HSA-5625740","RHO GTPases activate PKNs","6/48","57/7112",1.91613362343672e-06,3.91116686666202e-05,2.71699442580192e-05,"YWHAG/YWHAE/YWHAZ/YWHAB/YWHAH/YWHAQ",6
"R-HSA-9612973","Autophagy","8/48","141/7112",3.77981439247753e-06,7.49483196679831e-05,5.20648117820965e-05,"HSPA8/HSP90AB1/HSP90AA1/TUBA4A/UBB/TUBB3/CSNK2A1/TUBA1C",8
"R-HSA-68877","Mitotic Prometaphase","9/48","195/7112",4.83979690204006e-06,9.33005291671056e-05,6.4813654419133e-05,"HSP90AA1/TUBA4A/YWHAG/TUBB3/YWHAE/TUBB/PPP2R1A/CSNK2A1/TUBA1C",9
"R-HSA-380259","Loss of Nlp from mitotic centrosomes","6/48","68/7112",5.46521658645312e-06,9.98121134473281e-05,6.93370968586019e-05,"HSP90AA1/TUBA4A/YWHAG/YWHAE/TUBB/PPP2R1A",6
"R-HSA-380284","Loss of proteins required for interphase microtubule organization from the centrosome","6/48","68/7112",5.46521658645312e-06,9.98121134473281e-05,6.93370968586019e-05,"HSP90AA1/TUBA4A/YWHAG/YWHAE/TUBB/PPP2R1A",6
"R-HSA-9646399","Aggrephagy","5/48","40/7112",6.23514728721719e-06,0.000110953646598173,7.70768544546687e-05,"HSP90AA1/TUBA4A/UBB/TUBB3/TUBA1C",5
"R-HSA-8854518","AURKA Activation by TPX2","6/48","71/7112",7.04297886857339e-06,0.000122195683369748,8.48864295212266e-05,"HSP90AA1/TUBA4A/YWHAG/YWHAE/TUBB/PPP2R1A",6
"R-HSA-8852276","The role of GTSE1 in G2/M progression after G2 checkpoint","6/48","72/7112",7.644294001122e-06,0.000129393659433626,8.98866919772497e-05,"HSP90AB1/HSP90AA1/TUBA4A/UBB/TUBB3/TUBA1C",6
"R-HSA-69473","G2/M DNA damage checkpoint","6/48","74/7112",8.97207857644378e-06,0.000148252917429809,0.000102987769123089,"YWHAG/YWHAE/YWHAZ/YWHAB/YWHAH/YWHAQ",6
"R-HSA-9613829","Chaperone Mediated Autophagy","4/48","21/7112",1.00495669548207e-05,0.000162195336433618,0.000112673235380854,"HSPA8/HSP90AB1/HSP90AA1/UBB",4
"R-HSA-109581","Apoptosis","8/48","163/7112",1.10894949995779e-05,0.000174911580220614,0.000121506906933174,"C1QBP/YWHAG/UBB/YWHAE/YWHAZ/YWHAB/YWHAH/YWHAQ",8
"R-HSA-5628897","TP53 Regulates Metabolic Genes","6/48","79/7112",1.31244554858697e-05,0.000202408269048746,0.000140608201462651,"YWHAG/YWHAE/YWHAZ/YWHAB/YWHAH/YWHAQ",6
"R-HSA-380270","Recruitment of mitotic centrosome proteins and complexes","6/48","80/7112",1.41166574241908e-05,0.000208445962816775,0.000144802443455306,"HSP90AA1/TUBA4A/YWHAG/YWHAE/TUBB/PPP2R1A",6
"R-HSA-380287","Centrosome maturation","6/48","80/7112",1.41166574241908e-05,0.000208445962816775,0.000144802443455306,"HSP90AA1/TUBA4A/YWHAG/YWHAE/TUBB/PPP2R1A",6
"R-HSA-1632852","Macroautophagy","7/48","127/7112",1.96560586784793e-05,0.000284193848393013,0.000197422694621568,"HSPA8/HSP90AA1/TUBA4A/UBB/TUBB3/CSNK2A1/TUBA1C",7
"R-HSA-5626467","RHO GTPases activate IQGAPs","4/48","28/7112",3.3208025627621e-05,0.00047033407725651,0.000326729876207313,"TUBA4A/TUBB3/ACTB/TUBA1C",4
"R-HSA-5620912","Anchoring of the basal body to the plasma membrane","6/48","95/7112",3.78306692950484e-05,0.000525089689815272,0.000364767295518572,"HSP90AA1/TUBA4A/YWHAG/YWHAE/TUBB/PPP2R1A",6
"R-HSA-190828","Gap junction trafficking","4/48","30/7112",4.40095398012229e-05,0.000590882777079417,0.000410472185503372,"TUBA4A/TUBB3/ACTB/TUBA1C",4
"R-HSA-69481","G2/M Checkpoints","7/48","144/7112",4.43212802024821e-05,0.000590882777079417,0.000410472185503372,"YWHAG/UBB/YWHAE/YWHAZ/YWHAB/YWHAH/YWHAQ",7
"R-HSA-373760","L1CAM interactions","6/48","98/7112",4.5125053580993e-05,0.000590882777079417,0.000410472185503372,"HSPA8/TUBA4A/TUBB3/ACTB/CSNK2A1/TUBA1C",6
"R-HSA-157858","Gap junction trafficking and regulation","4/48","32/7112",5.71788517639325e-05,0.000734854131929059,0.000510485655124388,"TUBA4A/TUBB3/ACTB/TUBA1C",4
"R-HSA-3371511","HSF1 activation","3/48","12/7112",6.08334552286516e-05,0.000767607598703349,0.000533238708032965,"HSP90AB1/HSP90AA1/YWHAE",3
"R-HSA-3371568","Attenuation phase","3/48","13/7112",7.87087441607963e-05,0.00097542622227844,0.000677605353865502,"HSPA8/HSP90AB1/HSP90AA1",3
"R-HSA-3371453","Regulation of HSF1-mediated heat shock response","5/48","68/7112",8.57584142579074e-05,0.00104414630692961,0.000725343559189688,"HSPA8/HSPA5/HSPA9/YWHAE/BAG2",5
"R-HSA-180897","Vpr-mediated induction of apoptosis by mitochondrial outer membrane permeabilization","2/48","3/7112",0.000133247995485427,0.00159438118736011,0.00110757861946145,"SLC25A5/SLC25A6",2
"R-HSA-68886","M Phase","10/48","370/7112",0.000142306096270388,0.0016739056069771,0.00116282233883742,"HSP90AA1/TUBA4A/YWHAG/UBB/TUBB3/YWHAE/TUBB/PPP2R1A/CSNK2A1/TUBA1C",10
"R-HSA-190840","Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane","3/48","16/7112",0.000151935420222455,0.00172857674810466,0.00120080107785823,"TUBA4A/TUBB3/TUBA1C",3
"R-HSA-190872","Transport of connexons to the plasma membrane","3/48","16/7112",0.000151935420222455,0.00172857674810466,0.00120080107785823,"TUBA4A/TUBB3/TUBA1C",3
"R-HSA-422475","Axon guidance","11/48","456/7112",0.00017246067632585,0.00193044692532484,0.00134103547974939,"HSPA8/HSP90AB1/HSP90AA1/TUBA4A/UBB/TUBB3/RPL26L1/ACTB/RPS3A/CSNK2A1/TUBA1C",11
"R-HSA-437239","Recycling pathway of L1","4/48","44/7112",0.000203408601027072,0.0022407233192506,0.00155657709724978,"TUBA4A/TUBB3/ACTB/TUBA1C",4
"R-HSA-450531","Regulation of mRNA stability by proteins that bind AU-rich elements","5/48","82/7112",0.000209170709833255,0.00226819488475436,0.00157566093920445,"HSPA8/UBB/HSPB1/YWHAZ/YWHAB",5
"R-HSA-1236382","Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants","3/48","18/7112",0.000219300382330534,0.00230188564841633,0.00159906510992671,"HSP90AA1/CDC37/UBB",3
"R-HSA-5637815","Signaling by Ligand-Responsive EGFR Variants in Cancer","3/48","18/7112",0.000219300382330534,0.00230188564841633,0.00159906510992671,"HSP90AA1/CDC37/UBB",3
"R-HSA-9675108","Nervous system development","11/48","475/7112",0.00024698850323132,0.00230188564841633,0.00159906510992671,"HSPA8/HSP90AB1/HSP90AA1/TUBA4A/UBB/TUBB3/RPL26L1/ACTB/RPS3A/CSNK2A1/TUBA1C",11
"R-HSA-1643713","Signaling by EGFR in Cancer","3/48","19/7112",0.000259186740382929,0.00230188564841633,0.00159906510992671,"HSP90AA1/CDC37/UBB",3
"R-HSA-190861","Gap junction assembly","3/48","19/7112",0.000259186740382929,0.00230188564841633,0.00159906510992671,"TUBA4A/TUBB3/TUBA1C",3
"R-HSA-9652282","Drug-mediated inhibition of ERBB2 signaling","2/48","4/7112",0.000265347048808799,0.00230188564841633,0.00159906510992671,"HSP90AA1/CDC37",2
"R-HSA-9665230","Drug resistance in ERBB2 KD mutants","2/48","4/7112",0.000265347048808799,0.00230188564841633,0.00159906510992671,"HSP90AA1/CDC37",2
"R-HSA-9665233","Resistance of ERBB2 KD mutants to trastuzumab","2/48","4/7112",0.000265347048808799,0.00230188564841633,0.00159906510992671,"HSP90AA1/CDC37",2
"R-HSA-9665244","Resistance of ERBB2 KD mutants to sapitinib","2/48","4/7112",0.000265347048808799,0.00230188564841633,0.00159906510992671,"HSP90AA1/CDC37",2
"R-HSA-9665245","Resistance of ERBB2 KD mutants to tesevatinib","2/48","4/7112",0.000265347048808799,0.00230188564841633,0.00159906510992671,"HSP90AA1/CDC37",2
"R-HSA-9665246","Resistance of ERBB2 KD mutants to neratinib","2/48","4/7112",0.000265347048808799,0.00230188564841633,0.00159906510992671,"HSP90AA1/CDC37",2
"R-HSA-9665247","Resistance of ERBB2 KD mutants to osimertinib","2/48","4/7112",0.000265347048808799,0.00230188564841633,0.00159906510992671,"HSP90AA1/CDC37",2
"R-HSA-9665249","Resistance of ERBB2 KD mutants to afatinib","2/48","4/7112",0.000265347048808799,0.00230188564841633,0.00159906510992671,"HSP90AA1/CDC37",2
"R-HSA-9665250","Resistance of ERBB2 KD mutants to AEE788","2/48","4/7112",0.000265347048808799,0.00230188564841633,0.00159906510992671,"HSP90AA1/CDC37",2
"R-HSA-9665251","Resistance of ERBB2 KD mutants to lapatinib","2/48","4/7112",0.000265347048808799,0.00230188564841633,0.00159906510992671,"HSP90AA1/CDC37",2
"R-HSA-9665737","Drug resistance in ERBB2 TMD/JMD mutants","2/48","4/7112",0.000265347048808799,0.00230188564841633,0.00159906510992671,"HSP90AA1/CDC37",2
"R-HSA-3700989","Transcriptional Regulation by TP53","9/48","328/7112",0.000287973286893688,0.00246732668029901,0.00171399305259661,"YWHAG/UBB/YWHAE/YWHAZ/YWHAB/PPP2R1A/YWHAH/CSNK2A1/YWHAQ",9
"R-HSA-389977","Post-chaperonin tubulin folding pathway","3/48","20/7112",0.00030348279017114,0.00256850068754599,0.00178427622462621,"TUBA4A/TUBB3/TUBA1C",3
"R-HSA-9614085","FOXO-mediated transcription","4/48","49/7112",0.000309721829350928,0.00258972228397041,0.00179901836198764,"YWHAG/YWHAZ/YWHAB/YWHAQ",4
"R-HSA-69620","Cell Cycle Checkpoints","8/48","265/7112",0.000345125791142851,0.00285139641729927,0.00198079714716072,"YWHAG/UBB/YWHAE/YWHAZ/YWHAB/PPP2R1A/YWHAH/YWHAQ",8
"R-HSA-8863795","Downregulation of ERBB2 signaling","3/48","22/7112",0.000406098788505001,0.00331567716732318,0.00230332192118007,"HSP90AA1/CDC37/UBB",3
"R-HSA-5336415","Uptake and function of diphtheria toxin","2/48","5/7112",0.000440339266886018,0.00355343547928949,0.00246848695512602,"HSP90AB1/HSP90AA1",2
"R-HSA-3371571","HSF1-dependent transactivation","3/48","23/7112",0.000464805307339386,0.00370775727923602,0.00257569063232231,"HSPA8/HSP90AB1/HSP90AA1",3
"R-HSA-9619483","Activation of AMPK downstream of NMDARs","3/48","24/7112",0.00052869477075619,0.00416947921482722,0.00289643785892745,"TUBA4A/TUBB3/TUBA1C",3
"R-HSA-1268020","Mitochondrial protein import","4/48","57/7112",0.000555049839303231,0.00432814144355553,0.00300665672857339,"HSPD1/HSPA9/ATP5F1B/SLC25A6",4
"R-HSA-5213460","RIPK1-mediated regulated necrosis","3/48","25/7112",0.000597949874005402,0.00456018914900823,0.0031678547402484,"HSP90AA1/CDC37/UBB",3
"R-HSA-5675482","Regulation of necroptotic cell death","3/48","25/7112",0.000597949874005402,0.00456018914900823,0.0031678547402484,"HSP90AA1/CDC37/UBB",3
"R-HSA-9668328","Sealing of the nuclear envelope (NE) by ESCRT-III","3/48","27/7112",0.000753267150456315,0.00568225437409438,0.00394732671520586,"TUBA4A/TUBB3/TUBA1C",3
"R-HSA-83936","Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane","2/48","7/7112",0.000916764923730157,0.0068412350222444,0.00475244295493392,"SLC25A5/SLC25A6",2
"R-HSA-8955332","Carboxyterminal post-translational modifications of tubulin","3/48","29/7112",0.000932136930379554,0.0068819471242916,0.00478072468212582,"TUBA4A/TUBB3/TUBA1C",3
"R-HSA-449147","Signaling by Interleukins","8/48","319/7112",0.00117704048611226,0.00859859049854642,0.00597323592952262,"HSPA8/HSP90AA1/TCP1/HSPA9/CANX/UBB/YWHAZ/PPP2R1A",8
"R-HSA-9609736","Assembly and cell surface presentation of NMDA receptors","3/48","32/7112",0.00124746467974265,0.00901813008063959,0.00626468008028657,"TUBA4A/TUBB3/TUBA1C",3
"R-HSA-2995410","Nuclear Envelope (NE) Reassembly","4/48","71/7112",0.00127415489490031,0.00911611852640012,0.00633275031865805,"TUBA4A/TUBB3/PPP2R1A/TUBA1C",4
"R-HSA-5663220","RHO GTPases Activate Formins","5/48","133/7112",0.00190577340312965,0.0133790928363467,0.00929413699233551,"TUBA4A/TUBB3/ACTB/PPP2R1A/TUBA1C",5
"R-HSA-5675221","Negative regulation of MAPK pathway","3/48","37/7112",0.00190854494351344,0.0133790928363467,0.00929413699233551,"UBB/YWHAB/PPP2R1A",3
"R-HSA-5696394","DNA Damage Recognition in GG-NER","3/48","38/7112",0.00206236855064404,0.0143128377414696,0.00994278732836811,"UBB/ACTB/RUVBL1",3
"R-HSA-9609507","Protein localization","5/48","139/7112",0.00231325660992455,0.0158950503691845,0.0110419127394002,"HSPD1/HSPA9/UBB/ATP5F1B/SLC25A6",5
"R-HSA-9634285","Constitutive Signaling by Overexpressed ERBB2","2/48","11/7112",0.00236001011135596,0.0160573236988337,0.0111546401548094,"HSP90AA1/CDC37",2
"R-HSA-1227986","Signaling by ERBB2","3/48","42/7112",0.00275403559606669,0.018556317511362,0.0128906316095917,"HSP90AA1/CDC37/UBB",3
"R-HSA-447115","Interleukin-12 family signaling","3/48","44/7112",0.00314737577031229,0.0210026806211224,0.0145900617692614,"TCP1/HSPA9/CANX",3
"R-HSA-168255","Influenza Infection","5/48","150/7112",0.00322056708053118,0.0212864147989394,0.014787165141687,"HSP90AA1/CANX/RPL26L1/SLC25A6/RPS3A",5
"R-HSA-392517","Rap1 signalling","2/48","13/7112",0.00331823393320335,0.0217250410343691,0.0150918683357213,"YWHAZ/YWHAB",2
"R-HSA-5218859","Regulated Necrosis","3/48","45/7112",0.0033563203235289,0.0217690308834492,0.0151224270356738,"HSP90AA1/CDC37/UBB",3
"R-HSA-5637810","Constitutive Signaling by EGFRvIII","2/48","14/7112",0.00385465622644458,0.0245424901023169,0.0170490830681953,"HSP90AA1/CDC37",2
"R-HSA-5637812","Signaling by EGFRvIII in Cancer","2/48","14/7112",0.00385465622644458,0.0245424901023169,0.0170490830681953,"HSP90AA1/CDC37",2
"R-HSA-6811436","COPI-independent Golgi-to-ER retrograde traffic","3/48","48/7112",0.00403352027355543,0.0254478460895225,0.0176780122994104,"TUBA4A/TUBB3/TUBA1C",3
"R-HSA-9609690","HCMV Early Events","4/48","98/7112",0.0041473440333563,0.0259302410734169,0.0180131206000682,"TUBA4A/TUBB3/TRIM28/TUBA1C",4
"R-HSA-5620924","Intraflagellar transport","3/48","49/7112",0.00427637669382963,0.0264982627278372,0.018407711708402,"TUBA4A/TUBB3/TUBA1C",3
"R-HSA-1295596","Spry regulation of FGF signaling","2/48","15/7112",0.00442859796699035,0.026903151832016,0.0186889785212549,"UBB/PPP2R1A",2
"R-HSA-9665348","Signaling by ERBB2 ECD mutants","2/48","15/7112",0.00442859796699035,0.026903151832016,0.0186889785212549,"HSP90AA1/CDC37",2
"R-HSA-5610787","Hedgehog 'off' state","4/48","100/7112",0.00445801507302859,0.026903151832016,0.0186889785212549,"TUBA4A/UBB/TUBB3/TUBA1C",4
"R-HSA-9012999","RHO GTPase cycle","8/48","396/7112",0.0045584458878386,0.0272635354523473,0.018939328434969,"HSP90AB1/HSP90AA1/CCT2/CCT6A/C1QBP/CCT7/CDC37/ACTB",8
"R-HSA-201681","TCF dependent signaling in response to WNT","5/48","163/7112",0.00459630208634674,0.0272635354523473,0.018939328434969,"UBB/YWHAZ/PPP2R1A/CSNK2A1/RUVBL1",5
"R-HSA-983189","Kinesins","3/48","51/7112",0.00478834441181448,0.028161957811858,0.0195634410402411,"TUBA4A/TUBB3/TUBA1C",3
"R-HSA-399954","Sema3A PAK dependent Axon repulsion","2/48","16/7112",0.00503954975938577,0.0290082564430571,0.0201513445334752,"HSP90AB1/HSP90AA1",2
"R-HSA-9665686","Signaling by ERBB2 TMD/JMD mutants","2/48","16/7112",0.00503954975938577,0.0290082564430571,0.0201513445334752,"HSP90AA1/CDC37",2
"R-HSA-450408","AUF1 (hnRNP D0) binds and destabilizes mRNA","3/48","52/7112",0.00505763548935146,0.0290082564430571,0.0201513445334752,"HSPA8/UBB/HSPB1",3
"R-HSA-9705671","SARS-CoV-2 activates/modulates innate and adaptive immune responses","4/48","107/7112",0.00566876012082542,0.0322468813430561,0.0224011400805698,"HSP90AB1/HSP90AA1/UBB/LARP1",4
"R-HSA-2132295","MHC class II antigen presentation","4/48","109/7112",0.00605134088953405,0.0341433380271271,0.0237185633496499,"TUBA4A/CANX/TUBB3/TUBA1C",4
"R-HSA-425397","Transport of vitamins, nucleosides, and related molecules","2/48","18/7112",0.00637047046980195,0.0355306845580079,0.0246823199265397,"SLC25A5/SLC25A6",2
"R-HSA-446203","Asparagine N-linked glycosylation","6/48","251/7112",0.00644241751279349,0.0355306845580079,0.0246823199265397,"TUBA4A/CANX/UBB/TUBB3/SEC16A/TUBA1C",6
"R-HSA-9648025","EML4 and NUDC in mitotic spindle formation","4/48","111/7112",0.00645081592839913,0.0355306845580079,0.0246823199265397,"TUBA4A/TUBB3/PPP2R1A/TUBA1C",4
"R-HSA-2029482","Regulation of actin dynamics for phagocytic cup formation","3/48","57/7112",0.0065405028396531,0.0357410155174744,0.0248284318322513,"HSP90AB1/HSP90AA1/ACTB",3
"R-HSA-2467813","Separation of Sister Chromatids","5/48","180/7112",0.00697176861653354,0.0375578232685931,0.0260905248855084,"TUBA4A/UBB/TUBB3/PPP2R1A/TUBA1C",5
"R-HSA-5654727","Negative regulation of FGFR2 signaling","2/48","19/7112",0.00708944502620418,0.0375578232685931,0.0260905248855084,"UBB/PPP2R1A",2
"R-HSA-5654732","Negative regulation of FGFR3 signaling","2/48","19/7112",0.00708944502620418,0.0375578232685931,0.0260905248855084,"UBB/PPP2R1A",2
"R-HSA-9664565","Signaling by ERBB2 KD Mutants","2/48","19/7112",0.00708944502620418,0.0375578232685931,0.0260905248855084,"HSP90AA1/CDC37",2
"R-HSA-1227990","Signaling by ERBB2 in Cancer","2/48","20/7112",0.00784344083020785,0.0403210958234389,0.0280101044852647,"HSP90AA1/CDC37",2
"R-HSA-2028269","Signaling by Hippo","2/48","20/7112",0.00784344083020785,0.0403210958234389,0.0280101044852647,"YWHAE/YWHAB",2
"R-HSA-5654726","Negative regulation of FGFR1 signaling","2/48","20/7112",0.00784344083020785,0.0403210958234389,0.0280101044852647,"UBB/PPP2R1A",2
"R-HSA-5654733","Negative regulation of FGFR4 signaling","2/48","20/7112",0.00784344083020785,0.0403210958234389,0.0280101044852647,"UBB/PPP2R1A",2
"R-HSA-2500257","Resolution of Sister Chromatid Cohesion","4/48","119/7112",0.00822395222072427,0.0419663444204606,0.029153019482134,"TUBA4A/TUBB3/PPP2R1A/TUBA1C",4
"R-HSA-9609646","HCMV Infection","4/48","120/7112",0.00846593564213321,0.0428858345667186,0.0297917673768499,"TUBA4A/TUBB3/TRIM28/TUBA1C",4
