"uniprot","symbol","degree"
"P20700","LMNB1",11
"Q99469","STAC",11
"P30405","PPIF",11
"A6NDP7","MYADML2",11
"Q9HC62","SENP2",11
"Q9BW92","TARS2",11
"Q9H1M4","DEFB127",11
"Q9H2C2","ARV1",11
"Q6UWT4","C5orf46",11
"Q9H8S9","MOB1A",11
"Q9UDV6","ZNF212",10
"P15407","FOSL1",10
"P60709","ACTB",10
"Q9UJ14","GGT7",10
"Q14232","EIF2B1",10
"Q9Y3M2","CBY1",10
"Q96LI6","HSFY1",10
"Q9NQM4","DNAAF6",10
"Q9NQ48","LZTFL1",10
"P17980","PSMC3",10
"Q13838","DDX39B",10
"Q96BV0","ZNF775",10
"P48023","FASLG",10
"Q9Y3Q8","TSC22D4",10
"Q9Y2W7","KCNIP3",10
"Q7L5D6","GET4",10
"Q5VUG0","SFMBT2",10
"Q96IT1","ZNF496",10
"Q5T7W0","ZNF618",10
"Q2T9L4","INSYN1",10
"P84022","SMAD3",10
"Q15633","TARBP2",10
"P49795","RGS19",10
"Q96CG3","TIFA",10
"Q96IF1","AJUBA",10
"P00492","HPRT1",10
"P81534","DEFB103B",10
"P40855","PEX19",10
"Q9UJY1","HSPB8",10
"O96015","DNAL4",10
"P62136","PPP1CA",10
"Q8WYK0","ACOT12",10
"P10644","PRKAR1A",10
"Q9NZI2","KCNIP1",10
"P49903","SEPHS1",10
"Q15562","TEAD2",10
"Q8NC26","ZNF114",10
"P42773","CDKN2C",10
"P28069","POU1F1",10
"Q9Y4Y9","LSM5",10
"P56945","BCAR1",10
"P48730","CSNK1D",10
"Q12934","BFSP1",10
"Q2HXU8","CLEC12B",10
"Q9H7Z3","NRDE2",10
"Q15077","P2RY6",10
"Q86WC6","PPP1R27",10
"Q9H5H4","ZNF768",10
"P25025","CXCR2",10
"Q4LE39","ARID4B",10
"P50876","RNF144A",10
"Q70IA6","MOB2",10
"Q6IA69","NADSYN1",10
"P28676","GCA",10
"Q96H20","SNF8",10
"Q96B49","TOMM6",10
"Q9BRV8","SIKE1",10
"Q8TAZ6","CMTM2",10
"Q5H9J7","BEX5",10
"Q8WWH4","ASZ1",10
"P11802","CDK4",10
"Q8WXG8","S100Z",10
"Q9H8Y1","VRTN",10
"O15304","SIVA1",10
"P62979","RPS27A",10
"Q6IC98","GRAMD4",10
"Q9BX10","GTPBP2",10
"P17066","HSPA6",10
"Q9BSY9","DESI2",10
"Q13188","STK3",10
"Q9BT25","HAUS8",10
"O75783","RHBDL1",10
"P0C870","JMJD7",10
"O95452","GJB6",10
"Q96NG5","ZNF558",10
"Q9BQ95","ECSIT",10
"P48788","TNNI2",10
"Q9BRT2","UQCC2",10
"Q96C01","FAM136A",10
"Q8N350","CBARP",10
"P04921","GYPC",10
"Q8IVP9","ZNF547",10
"Q12908","SLC10A2",10
"Q9Y3P8","SIT1",10
"Q8N554","ZNF276",10
"Q9H9P2","CHODL",10
"Q9NV31","IMP3",10
"Q05940","SLC18A2",10
"Q6ZUX7","LHFPL2",10
"Q6ZP29","SLC66A1",10
"Q6NSX1","CCDC70",10
"Q8N6D5","ANKRD29",10
"Q7L2Z9","CENPQ",10
"Q7Z3H0","ANKRD33",10
"P78356","PIP4K2B",10
"P21741","MDK",10
"Q9BQT9","CLSTN3",10
"A1A5C7","SLC22A23",10
"Q8N0X7","SPART",10
"P32942","ICAM3",10
"Q9BSH3","NICN1",10
"A1L3X0","ELOVL7",10
"Q8N3G9","TMEM130",10
"Q96LL3","C16orf92",10
"A0PK05","TMEM72",10
"Q8TEC5","SH3RF2",10
"P10276","RARA",10
"Q9UNE2","RPH3AL",10
"O76071","CIAO1",10
"Q08AG5","ZNF844",10
"Q96EL3","MRPL53",10
"Q8WWU5","TCP11",10
"P30153","PPP2R1A",10
"Q15052","ARHGEF6",10
"P62699","YPEL5",10
"Q8N831","TSPYL6",10
"Q14451","GRB7",10
"O75508","CLDN11",10
"Q9Y5W9","SNX11",10
"Q9H6X5","C19orf44",10
"P41271","NBL1",10
"P19447","ERCC3",10
"Q99728","BARD1",10
"P35908","KRT2",10
"Q9NYJ8","TAB2",10
"P60900","PSMA6",10
"P19544","WT1",10
"C9JCN9","HSBP1L1",10
"P29597","TYK2",10
"Q13111","CHAF1A",10
"Q15777","MPPED2",10
"O75800","ZMYND10",10
"Q9Y3C6","PPIL1",10
"P82987","ADAMTSL3",10
"P62328","TMSB4X",10
"Q9GZM5","YIPF3",10
"Q9NPJ8","NXT2",10
"Q9H7E9","C8orf33",10
"Q8IVQ6","ZDHHC21",10
"Q7L2R6","ZNF765",10
"Q01638","IL1RL1",10
"Q9ULC5","ACSL5",10
"P51798","CLCN7",10
"Q13426","XRCC4",9
"Q8WXB1","METTL21A",9
"Q6L8H4","KRTAP5-1",9
"Q8NAP8","ZBTB8B",9
"Q9UNF0","PACSIN2",9
"Q13191","CBLB",9
"P55347","PKNOX1",9
"Q14687","GSE1",9
"Q8TB36","GDAP1",9
"P12004","PCNA",9
"Q92845","KIFAP3",9
"Q14781","CBX2",9
"P43365","MAGEA12",9
"Q96HH9","GRAMD2B",9
"P54105","CLNS1A",9
"Q9Y2F9","BTBD3",9
"Q03154","ACY1",9
"Q9UPM6","LHX6",9
"Q9C026","TRIM9",9
"Q9UID6","ZNF639",9
"Q8N205","SYNE4",9
"O00444","PLK4",9
"Q9HBH7","BEX1",9
"Q15154","PCM1",9
"P52272","HNRNPM",9
"P23297","S100A1",9
"O95197","RTN3",9
"Q96CN4","EVI5L",9
"O60812","HNRNPCL1",9
"P49023","PXN",9
"Q9H3F6","KCTD10",9
"Q9P1Z2","CALCOCO1",9
"Q9Y3Y2","CHTOP",9
"Q12893","TMEM115",9
"Q06710","PAX8",9
"P50570","DNM2",9
"Q8IUI8","CRLF3",9
"Q8NC74","RBBP8NL",9
"O75410","TACC1",9
"Q9BRR9","ARHGAP9",9
"Q9P2G9","KLHL8",9
"O14910","LIN7A",9
"O43708","GSTZ1",9
"Q9NTM9","CUTC",9
"Q9Y3B2","EXOSC1",9
"Q96F86","EDC3",9
"Q8N7B9","EFCAB3",9
"P40424","PBX1",9
"P09105","HBQ1",9
"P07196","NEFL",9
"Q96SL4","GPX7",9
"P48443","RXRG",9
"Q8IUQ4","SIAH1",9
"P50281","MMP14",9
"Q9NQY0","BIN3",9
"Q9NXW9","ALKBH4",9
"Q96HD9","ACY3",9
"Q9NWS6","FAM118A",9
"Q8N3C7","CLIP4",9
"O15535","ZSCAN9",9
"Q9Y2T2","AP3M1",9
"Q03692","COL10A1",9
"P0DJD7","PGA4",9
"Q9Y4D2","DAGLA",9
"Q9P0W2","HMG20B",9
"O60844","ZG16",9
"O43521","BCL2L11",9
"Q02363","ID2",9
"Q6NXG1","ESRP1",9
"P23141","CES1",9
"A6ZKI3","RTL8C",9
"A1E959","ODAM",9
"P12532","CKMT1B",9
"Q9C035","TRIM5",9
"Q15051","IQCB1",9
"Q9HAV5","EDA2R",9
"Q96SF7","TBX15",9
"Q96P16","RPRD1A",9
"Q96C12","ARMC5",9
"Q9Y448","KNSTRN",9
"Q53H80","AKIRIN2",9
"Q9Y592","CEP83",9
"Q9NRY5","FAM114A2",9
"Q92558","WASF1",9
"P19801","AOC1",9
"Q49A88","CCDC14",9
"Q96S94","CCNL2",9
"Q9BSK4","FEM1A",9
"Q96F45","ZNF503",9
"Q5VZ52","MORN5",9
"P49356","FNTB",9
"Q9NQS3","NECTIN3",9
"Q6NTE8","MRNIP",9
"Q674X7","KAZN",9
"Q8IZT9","FAM9C",9
"Q8IYB5","SMAP1",9
"Q8N865","C7orf31",9
"Q9NT22","EMILIN3",9
"Q00534","CDK6",9
"Q6UWW9","TMEM207",9
"Q9H0N5","PCBD2",9
"Q6P1K2","PMF1",9
"Q86W54","SPATA24",9
"O75367","MACROH2A1",9
"Q9P086","MED11",9
"P35452","HOXD12",9
"A6NGQ2","OOEP",9
"Q68D85","NCR3LG1",9
"O15212","PFDN6",9
"Q96NZ9","PRAP1",9
"Q8N3Y7","SDR16C5",9
"Q96EH3","MALSU1",9
"Q8WXI4","ACOT11",9
"P09693","CD3G",9
"Q9H944","MED20",9
"Q6PI48","DARS2",9
"Q8N183","NDUFAF2",9
"Q8NFT6","DBF4B",9
"O95990","FAM107A",9
"Q9NTQ9","GJB4",9
"O95807","TMEM50A",9
"Q6UXX9","RSPO2",9
"Q6P9G4","TMEM154",9
"Q86WV6","STING1",9
"Q9UPU9","SAMD4A",9
"Q13875","MOBP",9
"Q8TAC2","JOSD2",9
"Q9H3H3","C11orf68",9
"Q96BW1","UPRT",9
"O95391","SLU7",9
"P28838","LAP3",9
"P34810","CD68",9
"Q96I25","RBM17",9
"Q96S97","MYADM",9
"Q9UBK9","UXT",9
"Q9UMX2","OAZ3",9
"Q9BTE3","MCMBP",9
"A0AV96","RBM47",9
"P43351","RAD52",9
"Q99909","SSX3",9
"P52435","POLR2J",9
"P0CW20","LIMS3",9
"O60749","SNX2",9
"Q14134","TRIM29",9
"P51504","ZNF80",9
"Q9BX59","TAPBPL",9
"Q92619","ARHGAP45",9
"O95696","BRD1",9
"O14530","TXNDC9",9
"Q6P1J9","CDC73",9
"Q9UII6","DUSP13",9
"Q14CS0","UBXN2B",9
"Q13635","PTCH1",9
"Q9BT40","INPP5K",9
"Q92785","DPF2",9
"Q99572","P2RX7",9
"Q6PCT2","FBXL19",9
"Q6QHK4","FIGLA",9
"Q9BRT9","GINS4",9
"Q969H6","POP5",9
"Q6ZRS2","SRCAP",9
"Q9C0C4","SEMA4C",9
"P61326","MAGOH",9
"Q9HCN3","PGAP6",9
"Q9NSK0","KLC4",9
"Q9HB63","NTN4",9
"Q8N393","ZNF786",9
"P43353","ALDH3B1",9
"Q9Y2E5","MAN2B2",9
"Q9Y2I9","TBC1D30",9
"Q96E11","MRRF",9
"Q9BVJ7","DUSP23",9
"Q9BRT3","MIEN1",9
"P61328","FGF12",9
"Q8WWZ8","OIT3",9
"Q13541","EIF4EBP1",9
"Q6P499","NIPAL3",9
"P23769","GATA2",9
"Q86TB9","PATL1",9
"Q8IX05","CD302",9
"Q16853","AOC3",9
"P09917","ALOX5",9
"Q9NWF4","SLC52A1",9
"Q03828","EVX2",9
"Q5J5C9","DEFB121",9
"Q8WWT9","SLC13A3",9
"Q9NX14","NDUFB11",9
"Q16873","LTC4S",9
"Q8TD22","SFXN5",9
"Q7L0R7","RNF44",9
"Q9NRS4","TMPRSS4",9
"Q9NUU6","OTULINL",9
"Q5JTD7","LRRC73",8
"Q15942","ZYX",8
"Q9NZ52","GGA3",8
"P30039","PBLD",8
"Q86Y13","DZIP3",8
"Q86VW0","SESTD1",8
"O14978","ZNF263",8
"Q86XE0","SNX32",8
"Q9UDY6","TRIM10",8
"Q9UK45","LSM7",8
"Q96LR2","LURAP1",8
"Q8WXI9","GATAD2B",8
"O60861","GAS7",8
"Q8TBC5","ZSCAN18",8
"A0MZ66","SHTN1",8
"P15531","NME1",8
"Q9H2S9","IKZF4",8
"Q9UNS2","COPS3",8
"Q52MB2","CCDC184",8
"P06850","CRH",8
"Q5T7B8","KIF24",8
"Q16630","CPSF6",8
"Q13485","SMAD4",8
"Q13200","PSMD2",8
"Q9UP95","SLC12A4",8
"P52179","MYOM1",8
"P31323","PRKAR2B",8
"Q6PJG9","LRFN4",8
"Q9H4T2","ZSCAN16",8
"O75496","GMNN",8
"Q86UE8","TLK2",8
"O15209","ZBTB22",8
"Q9UKG1","APPL1",8
"P14652","HOXB2",8
"Q9BWF2","TRAIP",8
"Q92796","DLG3",8
"Q14764","MVP",8
"Q9BWW4","SSBP3",8
"Q2NL68","PROSER3",8
"Q8N0Z6","TTC5",8
"Q9C0E8","LNPK",8
"P32321","DCTD",8
"Q96M89","CCDC138",8
"Q8IW45","NAXD",8
"Q9H0C5","BTBD1",8
"Q9ULD5","ZNF777",8
"O14662","STX16",8
"Q15102","PAFAH1B3",8
"P54284","CACNB3",8
"Q8TF65","GIPC2",8
"Q9P209","CEP72",8
"Q15637","SF1",8
"P51808","DYNLT3",8
"Q9Y586","MAB21L2",8
"Q96JS3","PGBD1",8
"Q13094","LCP2",8
"P0C7W6","CCDC172",8
"Q8NCY6","MSANTD4",8
"Q0P5N6","ARL16",8
"Q92537","SUSD6",8
"P22234","PAICS",8
"O43143","DHX15",8
"Q96GZ6","SLC41A3",8
"Q8IYY4","DZIP1L",8
"Q9Y281","CFL2",8
"Q02040","AKAP17A",8
"Q86SE5","RALYL",8
"P45973","CBX5",8
"Q9NR55","BATF3",8
"Q9C0F3","ZNF436",8
"P28702","RXRB",8
"Q96BK5","PINX1",8
"O43447","PPIH",8
"P69905","HBA1",8
"Q5XKR4","OTP",8
"P55197","MLLT10",8
"Q9UHF1","EGFL7",8
"Q16560","SNRNP35",8
"Q9Y3E0","GOLT1B",8
"Q96JB2","COG3",8
"Q7Z6I5","SPATA12",8
"Q9BX70","BTBD2",8
"Q6P531","GGT6",8
"Q14532","KRT32",8
"Q96FE5","LINGO1",8
"Q96GY0","ZC2HC1A",8
"Q6GQQ9","OTUD7B",8
"Q6DHY5","TBC1D3G",8
"Q6N022","TENM4",8
"Q96MG2","JSRP1",8
"Q5W111","SPRYD7",8
"Q6ZT89","SLC25A48",8
"Q9NU63","ZFP57",8
"Q15172","PPP2R5A",8
"P41238","APOBEC1",8
"Q9H3M0","KCNF1",8
"A8MXD5","GRXCR1",8
"P56282","POLE2",8
"Q8WW18","C17orf50",8
"Q9H6J7","CSTPP1",8
"Q9BWW8","APOL6",8
"Q9UIL1","SCOC",8
"Q9BXU9","CALN1",8
"Q9BPU9","B9D2",8
"Q13163","MAP2K5",8
"A0A0U1RQF7","DPEP2NB",8
"Q07326","PIGF",8
"Q8TDH9","BLOC1S5",8
"Q9H3N1","TMX1",8
"Q9GZW8","MS4A7",8
"Q9UGY1","NOL12",8
"P28074","PSMB5",8
"Q3KNS6","ZNF829",8
"Q14774","HLX",8
"Q93045","STMN2",8
"Q6UWN5","LYPD5",8
"Q13207","TBX2",8
"O95229","ZWINT",8
"Q96C74","ROPN1L",8
"P78537","BLOC1S1",8
"Q6ZMD2","SPNS3",8
"Q9NWC5","TMEM45A",8
"Q9HB20","PLEKHA3",8
"Q13336","SLC14A1",8
"Q96PG8","BBC3",8
"Q6UWB1","IL27RA",8
"Q8TD46","CD200R1",8
"Q86X45","DNAAF11",8
"Q9UKS6","PACSIN3",8
"Q96DF8","ESS2",8
"A1L168",NA,8
"Q96DD7","SHISA4",8
"O95789","ZMYM6",8
"Q96S90","LYSMD1",8
"Q8TBG9","SYNPR",8
"O75679","RFPL3",8
"Q9NSA3","CTNNBIP1",8
"Q9H4M3","FBXO44",8
"Q99856","ARID3A",8
"Q9P2R7","SUCLA2",8
"O00204","SULT2B1",8
"Q13330","MTA1",8
"Q96L93","KIF16B",8
"O14796","SH2D1B",8
"Q8N8L2","ZNF491",8
"P06241","FYN",8
"Q8NHZ7","MBD3L2",8
"Q9ULW3","ABT1",8
"P43005","SLC1A1",8
"Q9BT43","POLR3GL",8
"Q96SI9","STRBP",8
"Q9Y5F1","PCDHB12",8
"A8MYP8","ODF3B",8
"Q8N0Y2","ZNF444",8
"O94955","RHOBTB3",8
"Q96MM6","HSPA12B",8
"O15182","CETN3",8
"Q9UJ04","TSPYL4",8
"P08579","SNRPB2",8
"Q08493","PDE4C",8
"Q8N7B6","PACRGL",8
"Q5VYK3",NA,8
"Q86WX3","RPS19BP1",8
"Q8WWX9","SELENOM",8
"O75864","PPP1R37",8
"Q9UBD0","HSFX2",8
"Q969S2","NEIL2",8
"O43247","TEX33",8
"P17036","ZNF3",8
"Q14088","RAB33A",8
"Q8IW00","VSTM4",8
"Q92688","ANP32B",8
"Q7Z7H3","CATIP",8
"Q6ZSB9","ZBTB49",8
"O14929","HAT1",8
"P43897","TSFM",8
"Q9BVI4","NOC4L",8
"Q5PSV4","BRMS1L",8
"O43687","AKAP7",8
"Q9BW11","MXD3",8
"Q6ZVT0","TTLL10",8
"P67775","PPP2CA",8
"Q15475","SIX1",8
"O14933","UBE2L6",8
"Q8N3R9","PALS1",8
"Q8WU79","SMAP2",8
"P53801","PTTG1IP",8
"Q9H7H0","METTL17",8
"Q16719","KYNU",8
"P57721","PCBP3",8
"P27987","ITPKB",8
"Q8WZ74","CTTNBP2",8
"Q969X1","TMBIM1",8
"Q96MA1","DMRTB1",8
"O60232","ZNRD2",8
"Q9P287","BCCIP",8
"Q9BVK2","ALG8",8
"Q96CP7","TLCD1",8
"P06239","LCK",8
"Q8N357","SLC35F6",8
"Q96AA3","RFT1",8
"Q9BPY3","FAM118B",7
"P63261","ACTG1",7
"Q9UJ70","NAGK",7
"Q9P0L1","ZKSCAN7",7
"Q9Y458","TBX22",7
"Q86T24","ZBTB33",7
"Q9H773","DCTPP1",7
"Q8NEU8","APPL2",7
"Q9UPX6","MINAR1",7
"P29034","S100A2",7
"P84090","ERH",7
"Q9UHP3","USP25",7
"P02489","CRYAA",7
"P98095","FBLN2",7
"Q9Y2W2","WBP11",7
"Q9Y3R0","GRIP1",7
"Q14558","PRPSAP1",7
"Q8TC20","CAGE1",7
"Q13867","BLMH",7
"Q8NCA9","ZNF784",7
"O15217","GSTA4",7
"Q969P0","IGSF8",7
"O94818","NOL4",7
"Q5T2T1","MPP7",7
"P55201","BRPF1",7
"Q16849","PTPRN",7
"O00629","KPNA4",7
"Q92841","DDX17",7
"O15055","PER2",7
"Q4KMQ1","TPRN",7
"Q9BZ67","FRMD8",7
"O15084","ANKRD28",7
"Q9GZV5","WWTR1",7
"O43310","CTIF",7
"Q8N8K9","KIAA1958",7
"Q9Y2K1","ZBTB1",7
"Q9H898","ZMAT4",7
"Q86VI1","EXOC3L1",7
"P02671","FGA",7
"Q9H4E5","RHOJ",7
"Q5VTR2","RNF20",7
"Q8IYF1","ELOA2",7
"Q8WTR7","ZNF473",7
"Q99743","NPAS2",7
"P52655","GTF2A1",7
"O15151","MDM4",7
"P60891","PRPS1",7
"Q03933","HSF2",7
"Q05086","UBE3A",7
"P12268","IMPDH2",7
"P63252","KCNJ2",7
"Q86UB2","BIVM",7
"Q99719","SEPTIN5",7
"Q8TA86","RP9",7
"Q504U0","C4orf46",7
"Q12800","TFCP2",7
"Q9UL46","PSME2",7
"Q8IUD6","RNF135",7
"Q8IUH3","RBM45",7
"Q99836","MYD88",7
"Q04323","UBXN1",7
"Q9NV56","MRGBP",7
"Q9H609","ZNF576",7
"Q9H7B4","SMYD3",7
"P19883","FST",7
"Q9HDD0",NA,7
"Q99523","SORT1",7
"Q68EA5","ZNF57",7
"Q7L8J4","SH3BP5L",7
"Q7Z589","EMSY",7
"P0C1Z6","TFPT",7
"A0PJX0","CIB4",7
"O95238","SPDEF",7
"Q9Y297","BTRC",7
"Q9H9E3","COG4",7
"P20839","IMPDH1",7
"Q9BSU1","PHAF1",7
"Q8N3Z6","ZCCHC7",7
"O14771","ZNF213",7
"Q86U28","ISCA2",7
"Q8N7E2","CBLL2",7
"P46439","GSTM5",7
"Q3LI77","KRTAP13-4",7
"Q9H3P2","NELFA",7
"Q71RC9","SMIM5",7
"Q5XKP0","MICOS13",7
"Q7Z429","GRINA",7
"Q99525","H4C7",7
"Q8N6V9","TEX9",7
"Q9UN42","ATP1B4",7
"P49368","CCT3",7
"Q9Y4X0","AMMECR1",7
"Q16563","SYPL1",7
"Q03431","PTH1R",7
"Q9NQX1","PRDM5",7
"P05121","SERPINE1",7
"Q2KHT4","GSG1",7
"O75638","CTAG2",7
"Q8N3J5","PPM1K",7
"Q8N4C7","STX19",7
"Q969Q6","PPP2R3C",7
"Q99795","GPA33",7
"Q70UQ0","IKBIP",7
"Q6F5E7",NA,7
"Q9NPR9","GPR108",7
"A0JP26","POTEB3",7
"Q96KC8","DNAJC1",7
"Q7Z5G4","GOLGA7",7
"O75140","DEPDC5",7
"Q8TBF8","FAM81A",7
"Q969T9","WBP2",7
"A2VCK2","DCDC2B",7
"Q96DN0","ERP27",7
"P58317","ZNF121",7
"O43320","FGF16",7
"Q96P31","FCRL3",7
"P22794","EVI2A",7
"Q8NI22","MCFD2",7
"Q8NDH6","ICA1L",7
"Q96NE9","FRMD6",7
"Q9BTE6","AARSD1",7
"Q8NEA6","GLIS3",7
"P08123","COL1A2",7
"O00194","RAB27B",7
"Q9UGQ2","CACFD1",7
"O95867","LY6G6C",7
"Q9UIK5","TMEFF2",7
"Q96PD2","DCBLD2",7
"Q9H902","REEP1",7
"Q5JQS6","GCSAML",7
"A0JLT2","MED19",7
"P56748","CLDN8",7
"P63241","EIF5A",7
"O00590","ACKR2",7
"P13805","TNNT1",7
"Q95460","MR1",7
"Q9BWX5","GATA5",7
"Q96N95","ZNF396",7
"Q6ZNM6","TEX43",7
"Q96L46","CAPNS2",7
"Q5T9G4","ARMC12",7
"Q9H492","MAP1LC3A",7
"Q8WXK4","ASB12",7
"Q9NX40","OCIAD1",7
"O00180","KCNK1",7
"Q6P9H4","CNKSR3",7
"P47929","LGALS7",7
"Q96DX5","ASB9",7
"P49675","STAR",7
"P20338","RAB4A",7
"Q06547","GABPB1",7
"Q8WYQ9","ZCCHC14",7
"Q12815","TROAP",7
"Q969H4","CNKSR1",7
"Q9Y5J3","HEY1",7
"P41134","ID1",7
"B2RXH8","HNRNPCL2",7
"Q9H8W5","TRIM45",7
"Q9NX01","TXNL4B",7
"O15231","ZNF185",7
"Q2TAY7","SMU1",7
"Q9NS91","RAD18",7
"P46695","IER3",7
"Q86YW7","GPHB5",7
"Q9Y5Y2","NUBP2",7
"Q9Y2V2","CARHSP1",7
"P11441","UBL4A",7
"Q16134","ETFDH",7
"Q8N8Z8","ZNF441",7
"P15260","IFNGR1",7
"P59542","TAS2R19",7
"Q9Y383","LUC7L2",7
"P57055","RIPPLY3",7
"Q05952","TNP2",7
"Q7Z794","KRT77",7
"Q9Y3E2","BOLA1",7
"Q6ZN55","ZNF574",7
"Q96QH2","PRAM1",7
"Q6UXH8","CCBE1",7
"O75127","PTCD1",7
"Q9P2K5","MYEF2",7
"P00973","OAS1",7
"O60259","KLK8",7
"O95985","TOP3B",7
"Q96BD5","PHF21A",7
"Q13404","UBE2V1",7
"P09619","PDGFRB",7
"O60725","ICMT",7
"A6NJB7","PRR19",7
"Q12899","TRIM26",7
"Q96S52","PIGS",7
"O95886","DLGAP3",7
"Q6ZN18","AEBP2",7
"Q9H2S5","RNF39",7
"O00327","ARNTL",7
"Q96LT7","C9orf72",7
"P61764","STXBP1",7
"Q6UXB4","CLEC4G",7
"P48146","NPBWR2",7
"Q15345","LRRC41",7
"Q53S33","BOLA3",7
"Q9NR81","ARHGEF3",7
"Q9NVQ4","FAIM",7
"Q5TAB7","RIPPLY2",7
"Q9H8E8","KAT14",7
"Q8TCD6","PHOSPHO2",7
"Q96BN8","OTULIN",7
"Q13835","PKP1",7
"Q96LX7","CCDC17",7
"Q6ZYL4","GTF2H5",7
"P23434","GCSH",7
"P60228","EIF3E",7
"Q8N682","DRAM1",7
"P60059","SEC61G",7
"Q15935","ZNF77",7
"P48449","LSS",7
"P43080","LOC118142757",7
"Q96F05","C11orf24",7
"Q7RTS5","OTOP3",7
"P78369","CLDN10",7
"Q7L5N7","LPCAT2",7
"P06681","C2",7
"Q8IY49","MMD2",7
"O75063","FAM20B",7
"O15554","KCNN4",7
"Q8N128","FAM177A1",7
"Q92966","SNAPC3",7
"Q6P597","KLC3",7
"P50995","ANXA11",7
"Q6E0U4","DMKN",6
"P40123","CAP2",6
"Q9UL40","ZNF346",6
"O15409","FOXP2",6
"Q9NYL2","MAP3K20",6
"Q13099","IFT88",6
"Q13257","MAD2L1",6
"P21757","MSR1",6
"Q6ZMS7","ZNF783",6
"A5D8V7","ODAD3",6
"O95793","STAU1",6
"P17509","HOXB6",6
"O95271","TNKS",6
"P81274","GPSM2",6
"P55327","TPD52",6
"O75477","ERLIN1",6
"Q99873","PRMT1",6
"Q13285","NR5A1",6
"P43361","MAGEA8",6
"Q8WUP2","FBLIM1",6
"Q96QR8","PURB",6
"P34896","SHMT1",6
"Q14584","ZNF266",6
"Q86UL8","MAGI2",6
"Q13368","MPP3",6
"P49747","COMP",6
"Q86UC2","RSPH3",6
"Q02447","SP3",6
"P01100","FOS",6
"P15172","MYOD1",6
"P43220","GLP1R",6
"Q13557","CAMK2D",6
"P14923","JUP",6
"Q16555","DPYSL2",6
"Q5T7N3","KANK4",6
"O95571","ETHE1",6
"P50542","PEX5",6
"Q86YF9","DZIP1",6
"Q69YQ0","SPECC1L",6
"P57682","KLF3",6
"Q16649","NFIL3",6
"Q9UPY6","WASF3",6
"Q13503","MED21",6
"Q15916","ZBTB6",6
"O14936","CASK",6
"Q9NR22","PRMT8",6
"P15923","TCF3",6
"Q9BXJ1","C1QTNF1",6
"A2RTX5","TARS3",6
"Q96FW1","OTUB1",6
"Q16629","SRSF7",6
"P25815","S100P",6
"Q9C040","TRIM2",6
"Q9UMD9","COL17A1",6
"Q8TAS1","UHMK1",6
"P52294","KPNA1",6
"Q86TG7","PEG10",6
"Q9UN79","SOX13",6
"Q9Y2Y6","TMEM98",6
"O75409","H2AP",6
"Q9UHA2","SS18L2",6
"P54829","PTPN5",6
"Q8TBC4","UBA3",6
"P53618","COPB1",6
"A1A5D9","BICDL2",6
"P62875","POLR2L",6
"Q8WTX7","CASTOR1",6
"Q86UT8","CENATAC",6
"Q8N6N6","NATD1",6
"O95376","ARIH2",6
"Q9HD36","BCL2L10",6
"Q96BD8","SKA1",6
"Q96E93","KLRG1",6
"Q60I27","ALS2CL",6
"Q76N32","CEP68",6
"O60784","TOM1",6
"Q96KE9","BTBD6",6
"P68036","UBE2L3",6
"Q15438","CYTH1",6
"O95671","ASMTL",6
"Q15013","MAD2L1BP",6
"Q9H832","UBE2Z",6
"O43474","KLF4",6
"Q96MA6","AK8",6
"Q9NRA8","EIF4ENIF1",6
"Q9Y4L5","RNF115",6
"P60953","CDC42",6
"O15287","FANCG",6
"Q5T0L3","SPATA46",6
"O60830","TIMM17B",6
"O43307","ARHGEF9",6
"P10620","MGST1",6
"Q8WTP8","AEN",6
"Q12999","TSPAN31",6
"Q96A65","EXOC4",6
"Q8N8U2","CDYL2",6
"Q9BRR0","ZKSCAN3",6
"Q8WW14","C10orf82",6
"Q8TAV5",NA,6
"P35227","PCGF2",6
"Q9H992","MARCHF7",6
"Q86UN6","AKAP14",6
"Q53FE4","C4orf17",6
"P52292","KPNA2",6
"Q6UXX5","ITIH6",6
"Q9HAV7","GRPEL1",6
"P0DMU9","CT45A10",6
"O60921","HUS1",6
"P59797","SELENOV",6
"O14519","CDK2AP1",6
"O15479","MAGEB2",6
"O95460","MATN4",6
"Q8WVR3","TRAPPC14",6
"O95865","DDAH2",6
"Q96EL1","INKA1",6
"P60903","S100A10",6
"Q15056","EIF4H",6
"Q5GAN6","RNASE10",6
"P41143","OPRD1",6
"Q2QGD7","ZXDC",6
"P42830","CXCL5",6
"Q96A56","TP53INP1",6
"Q6PIL6","KCNIP4",6
"O75935","DCTN3",6
"Q6UXB8","PI16",6
"A7E2Y1","MYH7B",6
"Q9BXC9","BBS2",6
"O75348","ATP6V1G1",6
"Q66K41",NA,6
"O14613","CDC42EP2",6
"P53990","IST1",6
"Q86YP4","GATAD2A",6
"Q14990","ODF1",6
"Q5EBL4","RILPL1",6
"Q8WWY7","WFDC12",6
"Q96PJ5","FCRL4",6
"Q12891","HYAL2",6
"O95416","SOX14",6
"Q96RK4","BBS4",6
"Q9BV99","LRRC61",6
"Q9BYT1","SLC17A9",6
"Q5BKT4","ALG10",6
"Q92903","CDS1",6
"Q13470","TNK1",6
"Q9Y376","CAB39",6
"Q9H1A7",NA,6
"Q02086","SP2",6
"P23759","PAX7",6
"Q5SSQ6","SAPCD1",6
