"pubmedID","num_inter","n_proteins"
"10958676","2","3"
"10778858","2","3"
"15003538","3","4"
"11583987","2","3"
"17827154","22","12"
"9988677","3","4"
"11839806","2","3"
"10499802","4","5"
"21900881","1","2"
"23752268","403","290"
"10891495","2","3"
"22366686","3","3"
"22615382","2","3"
"12845674","1","2"
"11085541","2","4"
"11583618","6","5"
"19946338","20","14"
"11094070","3","4"
"11849441","2","3"
"11113200","1","2"
"16510145","2","3"
"25703327","3","3"
"9697699","3","4"
"21689726","2","3"
"7503932","2","3"
"10220405","6","6"
"2005966","1","2"
"11283269","14","9"
"11470869","4","5"
"10734134","4","4"
"8350924","1","2"
"12466551","3","4"
"7923370","1","2"
"9128241","7","8"
"17666433","2","3"
"12434308","4","5"
"23438604","2","3"
"9009191","3","4"
"9010216","4","4"
"11571652","1","2"
"11571651","4","5"
"12037672","3","4"
"10022926","6","7"
"9256431","2","3"
"9566959","1","2"
"16306221","2","2"
"12588990","2","3"
"8756626","1","2"
"9312071","3","5"
"7664264","1","2"
"10903733","3","4"
"10409732","1","2"
"11073989","3","4"
"11073990","2","3"
"11964378","9","10"
"15806172","4","5"
"7673249","1","2"
"10944455","2","2"
"7935440","4","4"
"11358960","6","6"
"8414517","2","3"
"15949438","3","4"
"7525595","1","2"
"12397079","5","5"
"11500496","3","3"
"10446990","1","2"
"9710587","4","5"
"12682072","1","2"
"10783144","3","4"
"12450794","3","4"
"9178770","2","3"
"15538385","1","2"
"15479636","2","3"
"10702291","1","2"
"9660940","3","5"
"12588981","2","3"
"11573202","2","3"
"17159899","7","6"
"17531812","74","44"
"9121766","2","3"
"17671431","29","11"
"16600870","13","13"
"12006580","3","5"
"23108140","3","5"
"22002537","5","5"
"20133863","2","4"
"11756542","1","2"
"7760804","4","5"
"10969803","1","2"
"10908663","1","2"
"10801128","2","3"
"10973284","2","3"
"12721620","3","3"
"10330166","4","5"
"10361124","2","3"
"10393239","3","3"
"18270252","2","3"
"7667283","1","2"
"24561505","3","3"
"11641790","4","5"
"12665583","9","7"
"9878542","5","6"
"10082574","5","5"
"9415406","6","5"
"12874288","8","9"
"7838715","1","2"
"10854698","1","2"
"10882139","1","2"
"12966085","2","3"
"9568716","1","2"
"10944516","6","7"
"11877444","19","20"
"17579352","1","2"
"17980149","1","2"
"22363753","1","2"
"12763030","1","2"
"12591919","1","2"
"18217139","1","2"
"23703729","3","4"
"21478865","11","7"
"9065481","1","2"
"21833030","1","2"
"23275339","1","2"
"19147680","2","3"
"19043829","1","2"
"17312272","5","6"
"26260846","3","4"
"9121466","16","10"
"19047629","15","13"
"7870181","2","3"
"8598193","8","7"
"8603043","5","6"
"12796488","5","6"
"9632709","3","4"
"11514567","6","4"
"15805579","3","4"
"17786964","3","4"
"15890193","2","3"
"11075811","3","3"
"10224118","4","5"
"15647825","2","3"
"11149488","2","3"
"20564192","1","2"
"10037600","2","3"
"10733574","3","4"
"16357103","2","3"
"14726489","2","3"
"11124027","5","4"
"15829977","1","2"
"12847098","2","3"
"17500032","1","2"
"16750418","1","2"
"20153625","1","2"
"27728806","3","3"
"26329759","2","3"
"7758108","2","3"
"7705655","6","6"
"9267036","15","12"
"11851396","3","4"
"11027271","8","6"
"15863722","3","4"
"9346901","6","7"
"10347167","4","5"
"8887632","3","4"
"12549917","3","4"
"7481822","3","4"
"9171239","3","3"
"17673910","1","2"
"20682316","3","3"
"10935544","3","4"
"10454579","19","13"
"11438648","5","6"
"15140878","14","12"
"10517671","4","5"
"17363140","26","10"
"23602807","3","3"
"9727070","2","3"
"9489701","1","2"
"23160820","4","5"
"26855179","2","3"
"22976785","1","2"
"9632676","5","6"
"8114692","1","2"
"12130689","1","2"
"19682433","1","2"
"7776974","14","12"
"11714715","1","2"
"12522104","4","5"
"10594021","3","4"
"12198243","5","6"
"10866662","12","12"
"11158331","11","12"
"14578865","2","3"
"11773444","4","5"
"10681503","3","4"
"1331778","4","5"
"1314167","2","3"
"11117530","6","7"
"19422879","4","3"
"9452433","1","2"
"7746322","1","2"
"9368056","4","5"
"19211732","3","4"
"9582446","2","3"
"9162076","2","2"
"10862778","1","2"
"18787115","2","3"
"12039952","11","11"
"11981034","2","3"
"10748178","2","3"
"17947383","2","3"
"15657427","4","5"
"9430642","5","6"
"11439184","8","5"
"12040021","7","8"
"10490654","2","3"
"9628876","4","5"
"15047147","4","5"
"14981089","1","2"
"8622986","2","2"
"8885248","1","2"
"21081496","4","4"
"8670810","3","4"
"11739747","6","6"
"10187832","1","2"
"23536728","2","3"
"11389904","2","3"
"9169477","3","4"
"17620599","414","316"
"16709866","7","7"
"24502978","81","80"
"10611353","3","4"
"8616895","5","6"
"12615696","1","2"
"9794455","1","2"
"10753943","1","2"
"19262695","5","4"
"11511084","1","2"
"12719424","1","2"
"8563755","3","4"
"12393442","1","2"
"8340386","1","2"
"6402020","1","2"
"11170396","2","3"
"1917988","1","2"
"10636894","1","2"
"9852134","2","3"
"8366096","1","2"
"8288567","2","3"
"8144599","2","2"
"7957052","6","5"
"8078932","2","3"
"7568177","7","5"
"9209374","2","3"
"16407974","22","20"
"10973280","2","3"
"9452425","12","7"
"9129143","1","2"
"9391090","1","2"
"12727888","2","3"
"17437998","3","4"
"9001422","1","2"
"11781084","2","2"
"14583450","2","3"
"12615712","4","4"
"20159953","4","4"
"22632967","22","23"
"17726094","3","2"
"21336276","2","2"
"12655059","1","2"
"11259507","2","3"
"11517226","1","2"
"7539425","1","2"
"15121898","25","24"
"15303970","26","27"
"24906885","2","3"
"23125841","236","236"
"1985906","1","2"
"11438723","13","10"
"16810323","14","10"
"17693255","6","9"
"21460630","6","8"
"12220636","3","5"
"12200120","2","3"
"12145273","1","2"
"11809816","3","4"
"10347142","3","4"
"9388255","2","3"
"22733818","3","5"
"12054647","5","5"
"10079194","2","3"
"15047060","130","71"
"14667819","109","111"
"11533043","4","4"
"11867621","3","4"
"16620772","36","26"
"19471022","714","714"
"25027693","932","705"
"21693764","528","528"
"21252943","361","327"
"10856704","3","2"
"22135285","3","3"
"15699339","2","3"
"16524884","44","22"
"10545207","18","10"
"12527917","3","4"
"10656685","2","3"
"9675099","2","2"
"11777907","1","2"
"15464984","1","2"
"19917253","14","13"
"18548003","7","5"
"17000644","88","57"
"15576338","94","67"
"11279182","1","2"
"11889051","3","4"
"10837141","3","3"
"15298701","3","3"
"19995069","15","8"
"24581491","7","7"
"9685421","2","3"
"11780068","4","4"
"1833625","1","2"
"11742073","2","3"
"9447963","5","6"
"26828962","9","10"
"9826776","1","2"
"12560496","4","5"
"14561889","1","2"
"11448987","7","7"
"12193588","1","2"
"12417631","1","2"
"9472028","13","12"
"12065593","2","2"
"12213830","2","3"
"11237759","4","4"
"11171121","2","3"
"11279144","1","2"
"12704193","1","2"
"18268335","2","3"
"8380342","2","3"
"14532276","2","3"
"11069905","3","4"
"10531621","1","2"
"10212196","1","2"
"9890886","1","2"
"9287354","3","4"
"14638677","2","3"
"7721813","2","3"
"12223488","3","4"
"14660561","2","2"
"12810060","1","2"
"12105416","2","3"
"7592856","1","2"
"12446682","1","2"
"12443530","1","2"
"23233753","1","2"
"21262961","2","2"
"11352932","1","2"
"12887973","1","2"
"11598113","2","3"
"10933798","1","1"
"10196135","1","2"
"1335692","3","3"
"8579602","1","2"
"9440501","1","2"
"7782300","1","2"
"10212218","2","2"
"10835351","1","2"
"17321526","2","3"
"9765275","4","6"
"10092663","1","2"
"11867758","1","2"
"12606567","3","4"
"23469018","2","3"
"3402455","1","1"
"9233787","1","1"
"15034927","1","2"
"7730416","1","2"
"9792673","1","2"
"8647860","1","2"
"14690597","2","3"
"18274552","73","73"
"18652489","5","4"
"18264111","5","7"
"9694792","4","4"
"17220875","3","4"
"16503656","35","32"
"23936405","3","4"
"23824602","1","2"
"24654937","855","581"
"18173839","21","16"
"17132228","7","7"
"10585493","1","2"
"18247557","85","86"
"10597293","6","7"
"10318914","3","4"
"23201271","47","14"
"23401859","12","9"
"19617556","29","12"
"18826954","20","12"
"17369817","3","4"
"17546054","3","4"
"17098746","10","10"
"21887275","5","5"
"20101219","4","4"
"15242646","7","6"
"22370482","2","3"
"22836579","3","4"
"22653443","73","73"
"22895816","1","2"
"11825621","1","2"
"11854302","11","7"
"11916537","7","8"
"12682061","1","2"
"12175857","1","2"
"9523691","3","3"
"12393857","2","2"
"11278883","2","3"
"11682607","9","7"
"15546961","8","9"
"3702459","1","1"
"15862967","57","57"
"11877451","13","10"
"8999895","25","13"
"12967681","1","2"
"9211859","1","2"
"9469461","1","2"
"10910894","8","8"
"11470772","8","9"
"11756452","12","9"
"11720283","2","3"
"9323129","10","10"
"10556282","8","9"
"15494309","4","4"
"19928837","47","47"
"16087681","9","9"
"23112048","12","8"
"21072240","9","6"
"10025403","2","4"
"18984161","30","14"
"19325628","8","9"
"21516107","6","7"
"11714716","17","12"
"12860415","4","5"
"11748230","16","11"
"11747828","1","2"
"11713266","8","7"
"11149922","10","10"
"11549288","6","7"
"17709427","4","4"
"10601333","10","11"
"10725331","4","5"
"10097102","3","4"
"12065586","15","13"
"12975319","8","8"
"28977470","146","144"
"9724750","1","2"
"11604498","8","12"
"28838205","16","17"
"8460127","1","1"
"8077676","3","3"
"20959807","4","3"
"11278300","1","2"
"9885903","1","2"
"8568261","1","2"
"11279203","3","4"
"10660125","2","3"
"10202040","2","2"
"7545673","4","5"
"9687537","2","3"
"9169459","6","11"
"9115216","6","6"
"10498628","5","10"
"10488147","8","16"
"9207005","3","6"
"7622448","5","5"
"8530354","5","6"
"9336350","5","6"
"7594543","2","4"
"11700073","1","2"
"10477718","8","9"
"9334377","3","4"
"9468473","3","4"
"8573157","2","3"
"12427015","1","2"
"8663314","2","3"
"23597562","29","47"
"9521068","3","3"
"12538596","2","3"
"12488444","1","2"
"11588219","3","4"
"18544533","6","5"
"21466165","3","4"
"21389118","1","2"
"15878855","4","4"
"17984062","3","4"
"26545496","2","3"
"10742179","2","2"
"11821059","1","2"
"14736881","1","2"
"10364184","1","2"
"14531806","15","15"
"14580213","1","2"
"9748260","2","3"
"11139403","1","2"
"15069082","3","4"
"11832419","1","2"
"14597563","4","5"
"21242965","1","2"
"15383549","2","3"
"16730713","3","3"
"21278788","7","7"
"16368544","7","6"
"23444366","41","41"
"24366813","508","270"
"12958655","1","2"
"10713101","2","2"
"9205124","4","5"
"9125122","5","6"
"1346068","2","3"
"9037196","1","2"
"8961277","1","2"
"1337145","1","2"
"8100352","1","2"
"12473660","6","6"
"9694905","2","2"
"7908405","1","2"
"11782456","10","9"
"9268363","2","3"
"17699613","2","2"
"10748169","1","2"
"12804766","4","4"
"18330356","38","46"
"12070169","2","3"
"9690470","1","2"
"12628188","2","3"
"15507210","1","2"
"9447984","2","3"
"17084389","1","2"
"26721396","4","5"
"19141281","1","2"
"18454158","1","2"
"20133692","1","2"
"11173924","5","4"
"7862111","1","2"
"10206341","3","4"
"8810325","7","6"
"10716926","2","3"
"15824104","12","10"
"18539136","8","9"
"10499589","4","3"
"15289329","5","6"
"14679214","12","9"
"11956071","4","5"
"11352907","1","2"
"9182757","2","3"
"12099688","1","2"
"9182529","5","6"
"9272936","2","3"
"10189055","4","5"
"7961636","3","4"
"10788519","1","2"
"12543979","13","7"
"8991093","2","3"
"11535133","1","2"
"11356842","3","4"
"11090355","3","4"
"19782076","6","5"
"19306926","4","4"
"9890967","1","2"
"12820899","4","4"
"17607528","9","10"
"2970468","1","2"
"2971657","2","3"
"2141335","2","3"
"492324","1","2"
"11971983","2","3"
"10551855","4","4"
"11401546","4","5"
"19102630","4","4"
"1905928","1","2"
"10579058","1","2"
"30021884","4845","3665"
"9593709","5","4"
"10576550","2","3"
"11509555","2","3"
"12571280","5","4"
"12044158","4","5"
"9670010","9","7"
"15673434","12","13"
"1634521","1","2"
"8226774","1","2"
"20197550","1","2"
"16889989","32","33"
"10852813","1","2"
"10477754","2","4"
"10751147","1","2"
"12594206","1","2"
"9045620","1","2"
"12533418","1","2"
"10373309","2","2"
"11468777","1","2"
"10390541","4","4"
"11739644","2","3"
"10924747","1","2"
"8269854","1","2"
"16198290","4","5"
"12444090","1","2"
"11222639","1","2"
"10893266","2","3"
"12527750","2","3"
"12631729","1","2"
"16962094","2","4"
"22573887","6","5"
"9587054","1","2"
"9804856","2","2"
"11498591","3","3"
"16195248","1","2"
"10728974","1","2"
"9109822","3","4"
"10831095","1","2"
"16190873","2","3"
"6102994","1","2"
"9590652","1","2"
"11920266","1","2"
"22370481","2","3"
"16153436","7","8"
"15175163","434","136"
"10224053","3","3"
"10235267","18","15"
"10585876","4","4"
"12615929","4","4"
"15161980","20","21"
"11713202","2","3"
"14654692","1","2"
"16137618","2","3"
"17290223","3","4"
"19808933","3","4"
"23109433","7","7"
"12730328","1","2"
"10919277","1","2"
"10369682","1","2"
"12782406","1","2"
"11459805","3","3"
"9328345","1","2"
"12651892","1","2"
"12435606","7","8"
"9178760","7","7"
"18346204","5","5"
"9774680","1","2"
"12732652","2","3"
"10446911","1","2"
"10567391","7","8"
"12101186","1","2"
"12920234","1","2"
"15192080","1","2"
"11574675","7","7"
"9830057","1","2"
"11827795","2","3"
"9288970","1","2"
"12834347","1","2"
"12149192","14","12"
"12810672","5","7"
"11751414","2","3"
"19276361","2","3"
"16127177","6","5"
"10559276","2","3"
"8555189","2","3"
"12824284","5","6"
"8345200","3","4"
"17260971","1","2"
"9228033","3","3"
"12860995","1","2"
"8752142","1","2"
"8328966","1","2"
"23805218","3","4"
"26884339","1","2"
"22179788","2","2"
"11384839","1","2"
"11243866","5","5"
"8901523","10","9"
"9010211","1","2"
"11438523","1","2"
"10397765","10","6"
"10692432","2","3"
"12062043","2","3"
"22890573","6","6"
"9303303","1","2"
"12135982","1","2"
"11432880","4","3"
"9712836","2","3"
"10734137","10","10"
"15603740","4","5"
"11381094","7","6"
"11454741","2","3"
"14726597","1","2"
"18200045","7","7"
"9843378","5","6"
"15466855","5","5"
"8087843","1","2"
"19144645","3","4"
"22514736","2","3"
"21888893","87","61"
"15306854","6","7"
"21047797","7","8"
"21029866","3","4"
"23281010","16","17"
"17884155","20","20"
"23645696","4","4"
"20850016","168","122"
"18404153","12","10"
"12584197","41","22"
"14638676","69","31"
"7744812","2","3"
"10903901","1","2"
"12093152","6","5"
"9144278","2","4"
"9396746","3","4"
"8663154","9","7"
"9657962","2","3"
"9920726","6","5"
"10100611","2","2"
"9030619","2","3"
"10449403","6","6"
"7553862","6","7"
"11832227","6","4"
"19293945","2967","2120"
"12517971","1","2"
"12417022","1","2"
"8760387","3","4"
"8770861","1","2"
"10820264","9","7"
"30217970","324","139"
"10973965","1","2"
"12485399","1","2"
"12181340","1","2"
"7961655","2","3"
"11524423","3","4"
"21785412","4","3"
"21785414","4","3"
"12773094","7","7"
"10713150","2","3"
"12828989","13","8"
"10336434","3","4"
"12130530","6","5"
"10036234","2","3"
"1322798","1","2"
"7527043","1","2"
"12577067","232","221"
"8887653","4","6"
"11726515","2","3"
"7518560","2","3"
"16799092","19","20"
"10085134","4","6"
"9050991","4","4"
"7510700","5","4"
"17971399","3","3"
"15657067","68","69"
"8940013","2","3"
"10229072","2","4"
"17242169","2","3"
"19531499","15","16"
"21706016","109","110"
"18271526","32","32"
"11408594","5","6"
"9416834","2","4"
"7592693","3","3"
"19836242","4","4"
"11370743","4","4"
"19289468","4","4"
"10595738","3","4"
"23799367","5","5"
"23956138","177","177"
"24797263","311","311"
"7506413","2","3"
"25402006","142","135"
"24658140","141","136"
"7650032","5","4"
"27059931","2","3"
"19254954","2","3"
"8810340","3","3"
"10370136","1","2"
"15327778","2","3"
"14637022","4","5"
"9660868","4","5"
"11179419","1","2"
"14521955","1","2"
"17540172","13","11"
"9553134","6","7"
"10460248","1","2"
"7534299","5","4"
"9388509","1","2"
"9045631","7","5"
"8108429","2","2"
"10746715","2","2"
"24722188","489","337"
"12853575","7","8"
"12562778","3","4"
"10409621","3","3"
"14996668","3","4"
"7622514","6","5"
"9556632","1","2"
"11509230","9","8"
"7768895","13","7"
"10373452","6","6"
"10954418","1","2"
"17363971","3","4"
"10195194","2","3"
"9852078","13","10"
"20489724","1","2"
"11845306","1","2"
"11741599","13","14"
"12023017","4","4"
"12730201","1","2"
"10722844","2","3"
"10321247","3","3"
"9395480","3","4"
"9384384","1","2"
"12209004","3","3"
"12651853","12","9"
"9168999","5","6"
"26359495","24","23"
"16236267","94","95"
"11112705","2","3"
"12524166","3","4"
"12812986","25","25"
"9045692","7","8"
"12101244","3","3"
"11101518","8","6"
"8999968","5","6"
"12145319","3","4"
"9620695","1","2"
"12832401","6","7"
"12403834","2","3"
"22411134","1","2"
"15518587","1","2"
"12200427","2","3"
"12558796","3","4"
"9480847","2","3"
"15184072","3","4"
"7791877","6","7"
"10707983","1","2"
"8973549","1","2"
"19597476","9","8"
"11880646","1","2"
"10080542","3","4"
"12435603","2","3"
"7970715","2","3"
"7675451","2","3"
"8662748","2","3"
"9927207","3","3"
"12855681","1","2"
"10394363","1","2"
"9582383","3","4"
"9794406","3","4"
"20974987","1","2"
"9177220","1","2"
"16683188","2","3"
"8120384","1","2"
"8186199","1","2"
"8580829","1","2"
"15723067","1","2"
"7479974","1","2"
"9862673","1","2"
"9767422","1","2"
"21917027","1","2"
"12215456","2","3"
"10809759","3","4"
"10623829","2","2"
"3145195","1","2"
"9550407","2","2"
"11336656","1","2"
"9824671","4","4"
"17001306","4","5"
"2150484","1","2"
"7622520","1","2"
"9442086","3","4"
"11113628","11","11"
"7534286","4","5"
"8641358","10","7"
"9054445","3","4"
"10320340","3","4"
"8760790","2","3"
"8992971","1","2"
"12441060","3","4"
"11021528","2","3"
"7513726","2","3"
"21931534","1","2"
"27708164","1","2"
"11123293","1","2"
"7523532","1","2"
"1313075","1","2"
"1847722","2","3"
"16045749","7","8"
"12356870","1","1"
"2845582","1","1"
"17055436","1","1"
"9485181","3","4"
"2138083","5","5"
"8977276","1","2"
"16049493","3","4"
"9448136","1","2"
"11349123","2","3"
"8656061","1","2"
"7544002","1","2"
"9575182","2","3"
"9880255","2","3"
"9079622","3","4"
"14757743","5","6"
"9625766","2","3"
"11390434","2","3"
"10799879","2","3"
"12176041","3","4"
"12731048","1","2"
"21552268","1","2"
"10602027","8","8"
"16041368","1","2"
"22833565","15","16"
"16024783","2","3"
"9582308","2","3"
"20890284","6","8"
"10652336","1","2"
"11423532","11","9"
"14556007","4","4"
"11463857","5","5"
"19490896","87","37"
"20431057","3","3"
"22275368","30","10"
"20810900","3","6"
"8419915","2","2"
"16023596","2","3"
"14739463","3","5"
"28036276","2","3"
"25910212","648","577"
"7488107","1","2"
"8388384","1","2"
"8491186","2","3"
"12173038","2","3"
"8536716","3","4"
"9345291","1","2"
"19325002","2","3"
"8152805","2","3"
"17157259","7","7"
"17646408","3","4"
"17314511","225","222"
"15498494","1","2"
"15103331","2","4"
"15150404","1","2"
"20848231","8","9"
"20970423","2","3"
"17873522","2","3"
"23791182","3","3"
"22524983","6","6"
"25720964","75","76"
"25716680","2","3"
"28209614","5","5"
"27795300","4","4"
"23750012","5","6"
"28007894","28","27"
"7556090","1","2"
"10562325","2","3"
"16014723","1","2"
"9872335","1","2"
"12133957","1","2"
"9171350","1","2"
"16257959","1","2"
"10600606","1","2"
"10816381","2","3"
"15660419","3","3"
"1851800","1","2"
"7910967","2","2"
"11527382","1","2"
"16249185","1","1"
"10820003","1","2"
"7636191","4","4"
"11113139","1","2"
"14722266","11","8"
"16223362","7","8"
"7500025","1","2"
"7518616","1","2"
"9346894","3","3"
"7791754","11","11"
"10025408","1","2"
"7541038","2","3"
"7541044","1","2"
"8955134","2","3"
"11164950","3","3"
"12417722","3","5"
"15199065","1","2"
"9531554","1","2"
"8112292","7","5"
"9178913","2","3"
"10887132","1","2"
"9747873","6","7"
"15143164","7","5"
"7529874","3","4"
"8995379","9","9"
"8955135","3","4"
"12606707","3","4"
"11532945","3","4"
"11707444","5","6"
"7567982","1","1"
"12573241","8","5"
"12445832","4","4"
"11581171","1","2"
"10636929","4","5"
"10556826","6","7"
"15388330","4","5"
"17420479","1","2"
"10506192","1","2"
"8985255","2","3"
"10587356","2","3"
"16216881","8","8"
"20467437","1078","723"
"9885248","2","3"
"12887895","1","2"
"25306918","38","31"
"26811472","47","35"
"15670210","5","5"
"8585605","1","2"
"7929073","2","3"
"9250675","2","3"
"16085932","36","18"
"16097032","2","3"
"12690097","4","4"
"9857189","3","4"
"23663663","4","4"
"11602341","5","6"
"9741631","2","3"
"9843987","1","2"
"10404223","1","2"
"16000308","8","9"
"15105431","10","11"
"12426371","1","2"
"11971877","3","4"
"10781592","2","3"
"11546790","2","3"
"15536091","4","4"
"11027336","1","2"
"11788586","5","6"
"7522330","3","4"
"9516414","1","2"
"11390394","8","9"
"21314817","26","19"
"9289016","3","4"
"11116158","2","3"
"12270118","2","3"
"11449371","6","5"
"8642344","4","5"
"10733106","5","6"
"12847218","3","4"
"7664271","3","3"
"12239153","4","5"
"10688671","2","3"
"19497860","19","18"
"8423803","1","2"
"10490830","1","2"
"11118214","4","5"
"11756538","4","4"
"15383276","216","75"
"9368064","1","2"
"14729962","1","2"
"8159721","2","3"
"9824680","4","5"
"11751869","1","1"
"11029039","2","2"
"23474713","3","3"
"12808100","1","2"
"9389643","1","2"
"10835362","3","4"
"9516488","2","3"
"11701125","6","6"
"15381700","1","2"
"11274138","3","4"
"10197982","2","3"
"20959453","5","6"
"19751963","2","3"
"12699629","3","3"
"22011238","1","2"
"15044100","2","3"
"12391170","16","16"
"9341124","1","2"
"10103110","1","2"
"9393871","2","3"
"8183561","3","4"
"7665556","2","3"
"10995764","2","3"
"11909953","1","2"
"28126904","21","14"
"11485994","1","2"
"9256258","1","1"
"15835887","2","2"
"18172692","18","11"
"10397171","1","2"
"12089063","1","2"
"9564042","1","2"
"11689443","5","5"
"21771788","4","5"
"17331951","2","3"
"17724081","4","4"
"10843682","2","3"
"20385180","1","2"
"15696199","1","2"
"23291592","2","3"
"19018770","2","3"
"29186683","2","4"
"19805025","5","5"
"10419473","1","2"
"10814541","1","2"
"21705327","1","2"
"23880345","6","6"
"21636804","1","2"
"19605364","1","2"
"16269462","1","2"
"16766796","1","2"
"24198286","1","2"
"17603038","1","2"
"23519408","1","2"
"24389582","2","2"
"12761180","8","8"
"11278329","1","2"
"8662907","2","3"
"10970810","1","2"
"23131831","7","7"
"12058063","1","2"
"8290554","4","4"
"10922491","1","2"
"23773523","8","8"
"14761963","2","3"
"9334164","1","2"
"1550960","2","3"
"15864306","2","3"
"9459346","1","2"
"11439336","4","4"
"8550562","1","2"
"10397731","4","4"
"9478926","1","2"
"10749676","2","3"
"15988023","2","3"
"16123592","4","4"
"19945379","3","4"
"11032804","1","2"
"18851830","6","8"
"12565873","9","8"
"11245432","10","9"
"25425648","2","3"
"29564676","229","230"
"27001857","5","7"
"8463250","2","3"
"1459996","2","2"
"9380408","3","3"
"8262059","1","2"
"9178909","6","7"
"11504827","3","4"
"9152406","2","3"
"12193606","7","5"
"15782186","22","11"
"21940795","7","5"
"12399457","5","6"
"20590159","1","2"
"15134434","2","3"
"12726995","1","2"
"23962128","1","2"
"10395940","1","2"
"10488151","1","2"
"18782753","271","47"
"24255178","718","446"
"8662889","1","2"
"9660480","3","4"
"7511210","1","2"
"19433454","4","5"
"21222362","2","3"
"2158125","2","3"
"10393804","1","2"
"12950172","2","3"
"12538639","2","3"
"11034899","4","4"
"11591818","1","2"
"16114898","1","2"
"14690436","1","2"
"8886855","1","2"
"11897665","1","2"
"10675528","2","3"
"9334214","1","2"
"9710588","2","3"
"12634383","4","5"
"11967287","1","2"
"10891508","2","3"
"8814229","5","6"
"15556635","1","2"
"12943695","3","3"
"16109716","2","3"
"11257307","3","4"
"10812072","1","2"
"17904548","1","2"
"10049727","1","2"
"9492085","1","2"
"10636893","2","3"
"16093354","14","14"
"20039095","4","4"
"16322212","4","5"
"15070733","17","16"
"9422789","1","2"
"9724659","1","2"
"24112707","1","2"
"8804434","4","5"
"9065415","1","2"
"8663332","3","4"
"12044879","1","2"
"10889203","1","2"
"16491121","3","4"
"12606363","4","5"
"15096576","21","12"
"15655353","4","5"
"16582606","6","7"
"9405392","1","2"
"11834733","1","2"
"24605759","4","5"
"16376338","6","5"
"24700472","1","2"
"24855271","1","2"
"19332778","6","4"
"12804576","1","2"
"7759531","1","2"
"7737969","1","2"
"7642581","5","5"
"8631348","1","2"
"12202917","1","2"
"12432079","5","6"
"7588733","2","3"
"23414517","702","496"
"7505783","1","2"
"9817758","2","4"
"9804419","2","2"
"9645487","1","2"
"12446666","1","2"
"15582318","3","4"
"11846417","3","4"
"19622741","1","2"
"16407954","2","2"
"11927605","7","7"
"12414993","1","2"
"11243782","5","4"
"18157088","108","46"
"15967462","18","18"
"17215480","1","2"
"24850911","1","2"
"11448995","1","2"
"11717165","1","2"
"20489725","2","3"
"17716621","1","2"
"20133654","2","3"
"14583192","7","5"
"9281317","1","2"
"16038803","1","2"
"16760425","5","7"
"16085715","3","4"
"18560763","4","5"
"9685356","1","2"
"11865070","1","2"
"18629613","2","3"
"16120608","9","6"
"8816502","3","3"
"8405995","1","2"
"7892279","4","5"
"9780002","3","4"
"8816798","2","3"
"9464260","2","3"
"19015639","2","4"
"22629304","2","3"
"9704927","4","4"
"9199321","10","9"
"25368385","11","9"
"28542143","4","5"
"27705803","1193","489"
"15133492","2","3"
"8755520","5","5"
"10540350","1","2"
"7958925","2","3"
"15536069","6","5"
"11331592","3","4"
"8051128","1","2"
"15243141","4","5"
"16959611","9","6"
"15831478","3","3"
"17098936","1","2"
"23332751","2","3"
"12857729","8","6"
"10446910","2","3"
"12791656","2","3"
"11571277","2","3"
"10571058","2","3"
"9388234","2","4"
"12659632","9","8"
"10441475","1","2"
"12741956","3","3"
"11022037","1","2"
"20072153","5","4"
"9668064","3","4"
"12531430","1","2"
"8702859","1","2"
"8995399","3","4"
"10212213","2","3"
"11282029","2","3"
"9032250","1","2"
"11003667","3","4"
"9153318","10","11"
"12167641","2","3"
"15454570","7","6"
"12401788","1","2"
"11306579","1","2"
"9442396","1","2"
"11585914","1","1"
"2512012","1","1"
"9343410","2","2"
"12847250","1","2"
"12665574","3","3"
"16651265","5","4"
"11964172","7","8"
"8632004","3","4"
"25535246","6","6"
"10547281","4","5"
"8657142","2","3"
"8657141","3","4"
"10409740","2","3"
"10976766","15","16"
"11274368","1","2"
"17418410","11","12"
"18003922","9","6"
"15780936","2","3"
"12670868","21","19"
"9278494","1","2"
"8327494","1","2"
"17556661","3","5"
"17990281","1","2"
"21335086","2","3"
"9694791","1","2"
"10457364","1","2"
"8670803","1","2"
"7559627","1","2"
"10103059","3","4"
"9748305","1","2"
"12213324","1","2"
"20335021","2","3"
"12847090","2","3"
"12091390","8","6"
"12176973","5","5"
"20385359","2","3"
"15528196","3","4"
"15557281","7","8"
"15722551","1","2"
"18059533","5","4"
"12665570","3","4"
"16121030","1","2"
"15713621","4","4"
"16734381","7","5"
"12200149","5","4"
"18850004","2","3"
"17906119","2","3"
"19062177","2","3"
"11517158","5","4"
"15155736","1","2"
"18948152","1","2"
"21636851","1","2"
"17894944","3","3"
"11114293","5","4"
"10878024","5","4"
"22227581","2","3"
"10816420","1","2"
"18572193","2","3"
"12388170","1","2"
"10660596","3","4"
"15896299","2","3"
"9329821","1","2"
"15247906","1","2"
"10825178","1","2"
"12414801","3","4"
"23825960","6","4"
"15087465","1","2"
"12433697","1","2"
"22169644","1","2"
"24130502","2","3"
"12034813","1","2"
"9651398","1","2"
"22282354","5","5"
"12943729","7","6"
"12151407","2","3"
"20697349","3","3"
"17312152","4","4"
"21159880","2","3"
"16036112","3","3"
"19401466","1","2"
"23333597","7","8"
"15072553","1","2"
"7622044","1","2"
"12134007","3","3"
