"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"DOID:1192","peripheral nervous system neoplasm","12/43","376/7271",1.09534261129854e-06,2.709782373169e-05,1.25325241567339e-05,"APP/NTRK1/ELAVL1/JUN/LRRK2/EGFR/BMI1/TP53/MYC/MDM2/CDK2/CTNNB1",12
"DOID:643","progressive multifocal leukoencephalopathy","6/43","62/7271",1.43204540674765e-06,3.39514098516423e-05,1.57022522669699e-05,"EGFR/RNF4/SUMO1/TP53/MYC/HSPA8",6
"DOID:0060085","organ system benign neoplasm","10/43","256/7271",1.6877409030101e-06,3.84129829525099e-05,1.77656937158958e-05,"ESR2/ESR1/EGFR/TP53/BRCA1/LMNA/MCM2/MDM2/YWHAG/CTNNB1",10
"DOID:657","adenoma","11/43","325/7271",1.91154676416779e-06,4.18334657235182e-05,1.93476393134392e-05,"ESR2/ESR1/ELAVL1/JUN/EGFR/TP53/BRCA1/MYC/MCM2/MDM2/CTNNB1",11
"DOID:3713","ovary adenocarcinoma","5/43","38/7271",2.47353661191629e-06,5.2127493784458e-05,2.41085439757923e-05,"EGFR/TP53/BRCA1/MCM2/CTNNB1",5
"DOID:1520","colon carcinoma","8/43","165/7271",4.37622101892234e-06,8.89310628488147e-05,4.11298967943829e-05,"ELAVL1/EGFR/TP53/MYC/LMNA/MCM2/MDM2/CTNNB1",8
"DOID:0060086","female reproductive organ benign neoplasm","5/43","44/7271",5.21339466137461e-06,0.000102290398700764,4.7308481500677e-05,"ESR2/ESR1/TP53/LMNA/YWHAG",5
"DOID:3910","lung adenocarcinoma","8/43","170/7271",5.46554589653409e-06,0.00010366318717093,4.79433850573166e-05,"ESR2/ESR1/EGFR/BMI1/TP53/BRCA1/MYC/CTNNB1",8
"DOID:3620","central nervous system cancer","7/43","123/7271",6.49454021753947e-06,0.000115989100177737,5.36440200618523e-05,"APP/NTRK1/EGFR/TP53/MYC/YWHAZ/YWHAG",7
"DOID:0050622","reproductive organ benign neoplasm","5/43","46/7271",6.52311283952124e-06,0.000115989100177737,5.36440200618523e-05,"ESR2/ESR1/TP53/LMNA/YWHAG",5
"DOID:0060084","cell type benign neoplasm","12/43","456/7271",8.23131866506477e-06,0.000141927888497632,6.56404997214097e-05,"ESR2/ESR1/ELAVL1/JUN/EGFR/TP53/BRCA1/MYC/MCM2/MDM2/YWHAG/CTNNB1",12
"DOID:1793","pancreatic cancer","10/43","309/7271",9.12575438001905e-06,0.000152722183595025,7.06327738391567e-05,"NTRK1/JUN/EGFR/CFTR/TP53/BRCA1/MYC/HSP90AA1/MDM2/CTNNB1",10
"DOID:1115","sarcoma","8/43","187/7271",1.10513782890838e-05,0.000178039227125698,8.23417015658579e-05,"ELAVL1/EGFR/BMI1/TP53/MYC/MDM2/CTNNB1/NPM1",8
"DOID:0060118","thoracic disease","4/43","25/7271",1.225799573193e-05,0.000178039227125698,8.23417015658579e-05,"ESR2/ESR1/EGFR/BRCA1",4
"DOID:3463","breast disease","4/43","25/7271",1.225799573193e-05,0.000178039227125698,8.23417015658579e-05,"ESR2/ESR1/EGFR/BRCA1",4
"DOID:4531","mucoepidermoid carcinoma","4/43","25/7271",1.225799573193e-05,0.000178039227125698,8.23417015658579e-05,"EGFR/TP53/MDM2/CTNNB1",4
"DOID:0060116","sensory system cancer","7/43","136/7271",1.2607738388068e-05,0.000178039227125698,8.23417015658579e-05,"NTRK1/TP53/MYC/HSP90AA1/LMNA/MDM2/CDK2",7
"DOID:2174","ocular cancer","7/43","136/7271",1.2607738388068e-05,0.000178039227125698,8.23417015658579e-05,"NTRK1/TP53/MYC/HSP90AA1/LMNA/MDM2/CDK2",7
"DOID:3717","gastric adenocarcinoma","6/43","90/7271",1.28288371039607e-05,0.000178039227125698,8.23417015658579e-05,"ESR2/JUN/EGFR/TP53/MYC/CTNNB1",6
"DOID:2043","hepatitis B","8/43","193/7271",1.39283241125863e-05,0.000188695629049086,8.72702012066813e-05,"ESR1/JUN/XPO1/TP53/MYC/HSP90AA1/CTNNB1/NPM1",8
"DOID:3908","non-small cell lung carcinoma","11/43","412/7271",1.87092593263883e-05,0.000245591707383933,0.000113584176941972,"ESR2/ESR1/EGFR/BMI1/TP53/BRCA1/MYC/HSP90AA1/MCM2/FN1/CTNNB1",11
"DOID:0050904","salivary gland carcinoma","5/43","57/7271",1.89912743846978e-05,0.000245591707383933,0.000113584176941972,"NTRK1/EGFR/TP53/MDM2/CTNNB1",5
"DOID:8850","salivary gland cancer","5/43","58/7271",2.06923814132165e-05,0.000261643667202671,0.000121008078439863,"NTRK1/EGFR/TP53/MDM2/CTNNB1",5
"DOID:3737","verrucous carcinoma","3/43","10/7271",2.24652656737443e-05,0.000268175355743931,0.000124028931525267,"EGFR/TP53/MDM2",3
"DOID:1967","leiomyosarcoma","4/43","29/7271",2.26228771102086e-05,0.000268175355743931,0.000124028931525267,"BRCA1/MYC/MDM2/CTNNB1",4
"DOID:4230","smooth muscle cancer","4/43","29/7271",2.26228771102086e-05,0.000268175355743931,0.000124028931525267,"BRCA1/MYC/MDM2/CTNNB1",4
"DOID:8618","oral cavity cancer","5/43","61/7271",2.65162438501632e-05,0.0003079131173621,0.00014240732465179,"NTRK1/EGFR/TP53/MDM2/CTNNB1",5
"DOID:3969","papillary thyroid carcinoma","6/43","103/7271",2.78292599951425e-05,0.000316696978744722,0.000146469789448119,"NTRK1/EGFR/TP53/FN1/COPS5/CTNNB1",6
"DOID:4045","muscle cancer","6/43","104/7271",2.94038723727886e-05,0.000328054968237582,0.000151722767661448,"EGFR/TP53/BRCA1/MYC/MDM2/CTNNB1",6
"DOID:4074","pancreas adenocarcinoma","7/43","156/7271",3.08034642034987e-05,0.000337060983303669,0.000155887976738354,"NTRK1/JUN/EGFR/CFTR/TP53/BRCA1/MDM2",7
"DOID:768","retinoblastoma","6/43","113/7271",4.7065052225683e-05,0.000495471914330065,0.000229151750222026,"NTRK1/TP53/MYC/LMNA/MDM2/CDK2",6
"DOID:771","retinal cell cancer","6/43","113/7271",4.7065052225683e-05,0.000495471914330065,0.000229151750222026,"NTRK1/TP53/MYC/LMNA/MDM2/CDK2",6
"DOID:4905","pancreatic carcinoma","8/43","229/7271",4.78927157964034e-05,0.000495471914330065,0.000229151750222026,"NTRK1/JUN/EGFR/CFTR/TP53/BRCA1/MDM2/CTNNB1",8
"DOID:4645","retinal cancer","6/43","115/7271",5.19566922560433e-05,0.00052791710524444,0.000244157388421256,"NTRK1/TP53/MYC/LMNA/MDM2/CDK2",6
"DOID:4866","salivary gland adenoid cystic carcinoma","4/43","40/7271",8.30333240020993e-05,0.0008288765150385,0.000383348679603413,"NTRK1/TP53/MDM2/CTNNB1",4
"DOID:3905","lung carcinoma","11/43","489/7271",9.0927810801872e-05,0.000892033178383882,0.000412558125235354,"ESR2/ESR1/EGFR/BMI1/TP53/BRCA1/MYC/HSP90AA1/MCM2/FN1/CTNNB1",11
"DOID:0060095","uterine benign neoplasm","4/43","42/7271",0.000100826000610253,0.000909263666368401,0.000420527086471372,"ESR2/ESR1/TP53/YWHAG",4
"DOID:13223","uterine fibroid","4/43","42/7271",0.000100826000610253,0.000909263666368401,0.000420527086471372,"ESR2/ESR1/TP53/YWHAG",4
"DOID:4839","sebaceous adenocarcinoma","2/43","3/7271",0.000102111417893487,0.000909263666368401,0.000420527086471372,"EGFR/TP53",2
"DOID:4840","sebaceous carcinoma","2/43","3/7271",0.000102111417893487,0.000909263666368401,0.000420527086471372,"EGFR/TP53",2
"DOID:0050938","breast lobular carcinoma","3/43","16/7271",0.000102272187429838,0.000909263666368401,0.000420527086471372,"ESR2/ESR1/HSP90AA1",3
"DOID:3457","invasive lobular carcinoma","3/43","16/7271",0.000102272187429838,0.000909263666368401,0.000420527086471372,"ESR2/ESR1/HSP90AA1",3
"DOID:5223","infertility","7/43","201/7271",0.000153782346294274,0.00134618700063757,0.000622600592284512,"ESR2/ESR1/CFTR/TP53/BRCA1/LMNA/HSP90AB1",7
"DOID:1307","dementia","6/43","143/7271",0.00017440007212243,0.00148441217142481,0.00068652861503321,"APP/ESR2/ESR1/ELAVL1/LRRK2/TP53",6
"DOID:10883","herpangina","3/43","19/7271",0.000174790185387455,0.00148441217142481,0.00068652861503321,"APP/HSP90AA1/MDM2",3
"DOID:127","leiomyoma","5/43","91/7271",0.000181843490186131,0.00152160214582219,0.000703728677190911,"ESR2/ESR1/EGFR/TP53/YWHAG",5
"DOID:452","pleomorphic adenoma","3/43","20/7271",0.00020478901261966,0.00168876736493603,0.000781041238061249,"TP53/BRCA1/MDM2",3
"DOID:5517","stomach carcinoma","6/43","148/7271",0.000210451230541134,0.00171066785968436,0.000791170039628323,"ESR2/JUN/EGFR/TP53/MYC/CTNNB1",6
"DOID:4948","gallbladder carcinoma","4/43","51/7271",0.000216583091414452,0.00173571519739187,0.000802754230594706,"ESR2/EGFR/TP53/MYC",4
"DOID:3121","gallbladder cancer","4/43","52/7271",0.000233627673084224,0.00184630758312393,0.000853902313904326,"ESR2/EGFR/TP53/MYC",4
"DOID:5082","liver cirrhosis","7/43","219/7271",0.000261314895552619,0.00203682432286904,0.000942014764068561,"EGFR/BMI1/TP53/MCM2/MDM2/FN1/CTNNB1",7
"DOID:15","reproductive system disease","9/43","373/7271",0.000266126858341833,0.0020462997621149,0.000946397078029277,"ESR2/ESR1/EGFR/CFTR/TP53/BRCA1/LMNA/MDM2/HSP90AB1",9
"DOID:5183","hereditary Wilms' tumor","4/43","54/7271",0.000270584876231494,0.0020528372610096,0.00094942061835612,"ESR1/TP53/HSP90AA1/CTNNB1",4
"DOID:2994","germ cell cancer","9/43","385/7271",0.00033694159069475,0.0025226284882278,0.00116669525863833,"JUN/EGFR/XPO1/BMI1/TP53/MYC/HSP90AA1/MDM2/RNF2",9
"DOID:687","hepatoblastoma","3/43","25/7271",0.000404740797265045,0.00299087680056897,0.00138325631327767,"TP53/MDM2/CTNNB1",3
"DOID:0070004","myeloma","8/43","316/7271",0.000445728509261575,0.00325153233038251,0.00150380738617265,"JUN/BMI1/TP53/MYC/HSP90AA1/FN1/CTNNB1/NPM1",8
"DOID:10283","prostate cancer","9/43","405/7271",0.000489537092613035,0.00352163351542107,0.00162872699815978,"ESR1/JUN/EGFR/BMI1/TP53/BRCA1/MYC/MDM2/NPM1",9
"DOID:4960","bone marrow cancer","8/43","321/7271",0.000495133007440572,0.00352163351542107,0.00162872699815978,"JUN/BMI1/TP53/MYC/HSP90AA1/FN1/CTNNB1/NPM1",8
"DOID:4607","biliary tract cancer","6/43","174/7271",0.00050356189513393,0.00353736689297785,0.00163600355793999,"ESR2/ESR1/EGFR/BMI1/TP53/MYC",6
"DOID:3856","male reproductive organ cancer","9/43","415/7271",0.000585021650435137,0.00405947950119016,0.00187747641346321,"ESR1/JUN/EGFR/BMI1/TP53/BRCA1/MYC/MDM2/NPM1",9
"DOID:10652","Alzheimer's disease","9/43","420/7271",0.000638242168221786,0.00437541920142405,0.00202359596772919,"APP/ESR2/ESR1/NTRK1/LRRK2/CFTR/TP53/HSP90AA1/CTNNB1",9
"DOID:1205","hypersensitivity reaction type I disease","5/43","121/7271",0.000682002743944187,0.00455007829236996,0.00210437438366939,"APP/ESR1/TP53/BRCA1/NPM1",5
"DOID:680","tauopathy","9/43","424/7271",0.00068363909122793,0.00455007829236996,0.00210437438366939,"APP/ESR2/ESR1/NTRK1/LRRK2/CFTR/TP53/HSP90AA1/CTNNB1",9
"DOID:9538","multiple myeloma","7/43","257/7271",0.000687709548583157,0.00455007829236996,0.00210437438366939,"JUN/BMI1/TP53/MYC/HSP90AA1/CTNNB1/NPM1",7
"DOID:1614","male breast cancer","2/43","7/7271",0.000704099195023779,0.00455264138600603,0.0021055597937314,"ESR1/BRCA1",2
"DOID:5828","endometrioid ovary carcinoma","2/43","7/7271",0.000704099195023779,0.00455264138600603,0.0021055597937314,"TP53/CTNNB1",2
"DOID:8029","sporadic breast cancer","3/43","31/7271",0.000771695608312913,0.00493364945089941,0.00228177294001453,"ESR2/TP53/BRCA1",3
"DOID:10534","stomach cancer","7/43","264/7271",0.000806678880355068,0.00509538513928714,0.00235657438686853,"ESR2/JUN/EGFR/TP53/MYC/MDM2/CTNNB1",7
"DOID:574","peripheral nervous system disease","4/43","72/7271",0.000814903422979138,0.00509538513928714,0.00235657438686853,"APP/ESR1/NTRK1/LMNA",4
"DOID:4236","carcinosarcoma","2/43","8/7271",0.000935275327900148,0.00566140065505515,0.00261835198180333,"TP53/MDM2",2
"DOID:495","sclerosing hemangioma","2/43","8/7271",0.000935275327900148,0.00566140065505515,0.00261835198180333,"TP53/CTNNB1",2
"DOID:7400","Nijmegen breakage syndrome","2/43","8/7271",0.000935275327900148,0.00566140065505515,0.00261835198180333,"TP53/MYC",2
"DOID:2154","nephroblastoma","4/43","75/7271",0.000950471814476572,0.00569282592039126,0.00263288591267748,"ESR1/TP53/HSP90AA1/CTNNB1",4
"DOID:688","embryonal cancer","8/43","355/7271",0.000962764883697838,0.00570638769608406,0.00263915812417171,"JUN/EGFR/XPO1/BMI1/MYC/HSP90AA1/MDM2/RNF2",8
"DOID:3565","meningioma","4/43","76/7271",0.000998990966429507,0.0058600604113236,0.00271023051120322,"EGFR/TP53/YWHAZ/YWHAG",4
"DOID:9261","nasopharynx carcinoma","3/43","34/7271",0.00101471901067109,0.00589158282726376,0.00272480937344546,"BMI1/MYC/MDM2",3
"DOID:3247","rhabdomyosarcoma","4/43","77/7271",0.00104923025342393,0.00603042438584055,0.00278902247055802,"EGFR/TP53/MDM2/CTNNB1",4
"DOID:3070","malignant glioma","6/43","202/7271",0.00110351548618171,0.00627900311637394,0.00290398812153082,"APP/JUN/TP53/MYC/HSPA8/MDM2",6
"DOID:0080015","physical disorder","5/43","135/7271",0.00111902720945152,0.00630422259582093,0.00291565192665846,"ESR2/ESR1/EGFR/SUMO1/BRCA1",5
"DOID:0050890","synucleinopathy","6/43","203/7271",0.00113214382943363,0.00631558665635033,0.00292090771267706,"APP/ESR2/ESR1/LRRK2/TP53/YWHAZ",6
"DOID:4606","bile duct cancer","5/43","136/7271",0.0011566869930858,0.00632841249101749,0.00292683955740333,"ESR2/ESR1/EGFR/BMI1/TP53",5
"DOID:4897","bile duct carcinoma","5/43","136/7271",0.0011566869930858,0.00632841249101749,0.00292683955740333,"ESR2/ESR1/EGFR/BMI1/TP53",5
"DOID:0060119","pharynx cancer","3/43","36/7271",0.00120082377323725,0.00644593138652825,0.00298119109542515,"BMI1/MYC/MDM2",3
"DOID:0060262","gallbladder disease","3/43","36/7271",0.00120082377323725,0.00644593138652825,0.00298119109542515,"ESR2/ESR1/TP53",3
"DOID:4043","skeletal muscle cancer","4/43","81/7271",0.00126805265206141,0.00674319587871908,0.00311867351712102,"EGFR/TP53/MDM2/CTNNB1",4
"DOID:12704","ataxia telangiectasia","3/43","37/7271",0.00130141555478892,0.00685653195069349,0.00317109053311141,"BMI1/TP53/MCM2",3
"DOID:0060058","lymphoma","4/43","82/7271",0.00132739049026868,0.00692922191709061,0.00320470905424596,"JUN/BMI1/MYC/MDM2",4
"DOID:3111","cystadenocarcinoma","3/43","38/7271",0.00140716743768264,0.00721331776613896,0.00333610108507028,"EGFR/TP53/BRCA1",3
"DOID:3114","serous cystadenocarcinoma","3/43","38/7271",0.00140716743768264,0.00721331776613896,0.00333610108507028,"EGFR/TP53/BRCA1",3
"DOID:4138","bile duct disease","4/43","84/7271",0.00145185689190187,0.00737595153118004,0.00341131788510778,"ESR2/ESR1/CFTR/TP53",4
"DOID:13636","Fanconi's anemia","2/43","10/7271",0.00149186517486902,0.0073814894304389,0.00341387911869341,"XPO1/HSP90AA1",2
"DOID:3314","angiomyolipoma","2/43","10/7271",0.00149186517486902,0.0073814894304389,0.00341387911869341,"EGFR/TP53",2
"DOID:4233","clear cell sarcoma","2/43","10/7271",0.00149186517486902,0.0073814894304389,0.00341387911869341,"EGFR/MYC",2
"DOID:9741","biliary tract disease","4/43","85/7271",0.00151705162917811,0.00739371830911365,0.00341953487610473,"ESR2/ESR1/CFTR/TP53",4
"DOID:16","integumentary system disease","8/43","381/7271",0.00152032520591616,0.00739371830911365,0.00341953487610473,"APP/NTRK1/EGFR/TP53/LMNA/MCM2/NEDD8/CTNNB1",8
"DOID:154","mixed cell type cancer","2/43","11/7271",0.00181655468333556,0.0086858791161171,0.00401714879110031,"TP53/MDM2",2
"DOID:3911","progeria","2/43","11/7271",0.00181655468333556,0.0086858791161171,0.00401714879110031,"TP53/LMNA",2
"DOID:12930","dilated cardiomyopathy","4/43","90/7271",0.00187395984955989,0.00885805054000583,0.00409677668116078,"ESR2/ESR1/TP53/LMNA",4
"DOID:1319","brain cancer","3/43","42/7271",0.00188369791799772,0.00885805054000583,0.00409677668116078,"APP/TP53/MYC",3
"DOID:1380","endometrial cancer","4/43","91/7271",0.00195175830286443,0.0091028727404087,0.00421000496735209,"BMI1/MYC/MDM2/CTNNB1",4
"DOID:363","uterine cancer","4/43","92/7271",0.00203177198783111,0.00939901025264959,0.00434696616994246,"BMI1/MYC/MDM2/CTNNB1",4
"DOID:11934","head and neck cancer","6/43","228/7271",0.00205326917250331,0.00942185612221279,0.00435753219970992,"EGFR/TP53/BRCA1/MYC/YWHAZ/CTNNB1",6
"DOID:3382","liposarcoma","2/43","12/7271",0.00217169613206585,0.00950534691650362,0.00439614601632764,"JUN/MDM2",2
"DOID:3500","gallbladder adenocarcinoma","2/43","12/7271",0.00217169613206585,0.00950534691650362,0.00439614601632764,"EGFR/MYC",2
"DOID:3939","lipomatous cancer","2/43","12/7271",0.00217169613206585,0.00950534691650362,0.00439614601632764,"JUN/MDM2",2
"DOID:4305","bone giant cell tumor","2/43","12/7271",0.00217169613206585,0.00950534691650362,0.00439614601632764,"TP53/CTNNB1",2
"DOID:5688","Werner syndrome","2/43","12/7271",0.00217169613206585,0.00950534691650362,0.00439614601632764,"MYC/LMNA",2
"DOID:962","neurofibroma","2/43","12/7271",0.00217169613206585,0.00950534691650362,0.00439614601632764,"EGFR/TP53",2
"DOID:161","keratosis","3/43","45/7271",0.00229985421879764,0.00998944313355618,0.00462003659862926,"EGFR/TP53/MCM2",3
"DOID:3602","toxic encephalopathy","3/43","46/7271",0.00245022812454026,0.0105619682035107,0.00488482480968951,"APP/LRRK2/HTT",3
"DOID:12689","acoustic neuroma","2/43","13/7271",0.00255693491681235,0.0107113785171041,0.00495392587045791,"ESR1/EGFR",2
"DOID:3429","inclusion body myositis","2/43","13/7271",0.00255693491681235,0.0107113785171041,0.00495392587045791,"APP/LMNA",2
"DOID:0060122","integumentary system cancer","4/43","98/7271",0.00256018888985265,0.0107113785171041,0.00495392587045791,"EGFR/TP53/MYC/CTNNB1",4
"DOID:4159","skin cancer","4/43","98/7271",0.00256018888985265,0.0107113785171041,0.00495392587045791,"EGFR/TP53/MYC/CTNNB1",4
"DOID:0050624","gastrointestinal system benign neoplasm","3/43","48/7271",0.00276894981848762,0.0114169017878222,0.00528022467293597,"TP53/BRCA1/MDM2",3
"DOID:8567","Hodgkin's lymphoma","3/43","48/7271",0.00276894981848762,0.0114169017878222,0.00528022467293597,"JUN/BMI1/MDM2",3
"DOID:3149","keratoacanthoma","2/43","14/7271",0.00297191939398353,0.0121656268717743,0.00562650396437624,"TP53/CTNNB1",2
"DOID:263","kidney cancer","8/43","425/7271",0.00302723154023495,0.0123035339028121,0.0056902848500657,"ESR1/ELAVL1/EGFR/TP53/MYC/HSP90AA1/MDM2/CTNNB1",8
"DOID:2893","cervix carcinoma","4/43","104/7271",0.0031764616172582,0.0127471005615534,0.00589543083967873,"JUN/EGFR/TP53/MYC",4
"DOID:4766","embryoma","7/43","335/7271",0.00318117448109064,0.0127471005615534,0.00589543083967873,"JUN/XPO1/BMI1/MYC/HSP90AA1/MDM2/RNF2",7
"DOID:14330","Parkinson's disease","5/43","172/7271",0.0032500966454392,0.0129322027360483,0.00598103909723812,"ESR2/ESR1/LRRK2/TP53/YWHAZ",5
"DOID:4362","cervical cancer","4/43","105/7271",0.00328819441026998,0.0129929348572474,0.0060091272117507,"JUN/EGFR/TP53/MYC",4
"DOID:37","skin disease","7/43","339/7271",0.00339897956780045,0.0132236407411952,0.00611582681583351,"APP/NTRK1/EGFR/TP53/LMNA/MCM2/NEDD8",7
"DOID:11383","cryptorchidism","2/43","15/7271",0.0034163008593246,0.0132236407411952,0.00611582681583351,"ESR1/EGFR",2
"DOID:3948","adrenocortical carcinoma","2/43","15/7271",0.0034163008593246,0.0132236407411952,0.00611582681583351,"ESR2/TP53",2
"DOID:12603","acute leukemia","4/43","107/7271",0.00351967160739693,0.0135317104365463,0.00625830655653792,"EGFR/BMI1/MYC/CTNNB1",4
"DOID:3069","astrocytoma","4/43","108/7271",0.00363947737638578,0.0138984068937148,0.00642790070008085,"APP/TP53/MYC/MDM2",4
"DOID:8469","influenza","4/43","110/7271",0.0038873754371502,0.0146573402431391,0.00677890123168026,"SUMO1/NXF1/TP53/HSPA8",4
"DOID:2615","papilloma","2/43","16/7271",0.00388973352673813,0.0146573402431391,0.00677890123168026,"EGFR/TP53",2
"DOID:870","neuropathy","5/43","180/7271",0.00395038837089165,0.0147879669936668,0.00683931504655757,"APP/ESR2/ESR1/TP53/LMNA",5
"DOID:3962","follicular thyroid carcinoma","3/43","56/7271",0.00429451909145279,0.0159711200198473,0.00738651374518884,"ESR2/ESR1/MCM2",3
"DOID:10286","prostate carcinoma","4/43","116/7271",0.00469951888613927,0.0172937798574563,0.00799823321499226,"ESR1/EGFR/TP53/MYC",4
"DOID:1067","open-angle glaucoma","3/43","58/7271",0.00474135264984741,0.0172937798574563,0.00799823321499226,"ESR2/ESR1/TP53",3
"DOID:4007","bladder carcinoma","3/43","58/7271",0.00474135264984741,0.0172937798574563,0.00799823321499226,"TP53/MYC/MDM2",3
"DOID:1107","esophageal carcinoma","4/43","117/7271",0.00484516810109856,0.0175052273463484,0.0080960259672317,"EGFR/TP53/MYC/MDM2",4
